afid,authid,authname,author-url,dc:identifier,given-name,initials,surname
60071464,57189096030,Bedruz R.,https://api.elsevier.com/content/author/author_id/57189096030,SCOPUS_ID:85064119648,Rhen Anjerome R.,R.A.R.,Bedruz
60071464,6602629924,Dadios E.,https://api.elsevier.com/content/author/author_id/6602629924,SCOPUS_ID:85064119648,Elmer P.,E.P.,Dadios
60071464,55319953900,Vicerra R.,https://api.elsevier.com/content/author/author_id/55319953900,SCOPUS_ID:85064119648,Ryan Rhay P.,R.R.P.,Vicerra
60071464,57208147641,Del Rosario A.,https://api.elsevier.com/content/author/author_id/57208147641,SCOPUS_ID:85064119110,Aaron Jules R.,A.J.R.,Del Rosario
60071464,55326454500,Ubando A.,https://api.elsevier.com/content/author/author_id/55326454500,SCOPUS_ID:85064119110,Aristotle T.,A.T.,Ubando
60071464,6508063649,Culaba A.,https://api.elsevier.com/content/author/author_id/6508063649,SCOPUS_ID:85064119110,Alvin B.,A.B.,Culaba
"115581004,60104319",57191899535,Sahagun M.,https://api.elsevier.com/content/author/author_id/57191899535,SCOPUS_ID:85064118909,Mary Anne M.,M.A.M.,Sahagun
60104319,57208211223,Cruz J.,https://api.elsevier.com/content/author/author_id/57208211223,SCOPUS_ID:85064118909,Jennifer C.Dela,J.C.D.,Cruz
60104319,56770534000,Garcia R.,https://api.elsevier.com/content/author/author_id/56770534000,SCOPUS_ID:85064118909,Ramon G.,R.G.,Garcia
113532543,56938746100,Caroro R.,https://api.elsevier.com/content/author/author_id/56938746100,SCOPUS_ID:85064118755,Roseclaremath A.,R.A.,Caroro
60105070,35758895900,Hernandez A.,https://api.elsevier.com/content/author/author_id/35758895900,SCOPUS_ID:85064118755,Alexander A.,A.A.,Hernandez
60104319,57193645353,Magwili G.,https://api.elsevier.com/content/author/author_id/57193645353,SCOPUS_ID:85064118236,G. V.,G.V.,Magwili
60071440,57194169157,Bersano R.,https://api.elsevier.com/content/author/author_id/57194169157,SCOPUS_ID:85064118236,R. F.,R.F.,Bersano
60104319,57189060174,Pacis M.,https://api.elsevier.com/content/author/author_id/57189060174,SCOPUS_ID:85064118236,M. C.,M.C.,Pacis
60071440,57208210382,Cahig C.,https://api.elsevier.com/content/author/author_id/57208210382,SCOPUS_ID:85064117639,Christian,C.,Cahig
60071440,57208210418,Villanueva J.,https://api.elsevier.com/content/author/author_id/57208210418,SCOPUS_ID:85064117639,Jake Jay,J.J.,Villanueva
60071440,57194169157,Bersano R.,https://api.elsevier.com/content/author/author_id/57194169157,SCOPUS_ID:85064117639,Rogelio,R.,Bersano
60104319,57189060174,Pacis M.,https://api.elsevier.com/content/author/author_id/57189060174,SCOPUS_ID:85064117639,Michael,M.,Pacis
122402986,57208211249,Clemente R.,https://api.elsevier.com/content/author/author_id/57208211249,SCOPUS_ID:85064117428,Ronnielyn M.,R.M.,Clemente
122402986,57208207087,Darilag A.,https://api.elsevier.com/content/author/author_id/57208207087,SCOPUS_ID:85064117428,Aaron Jeremy B.,A.J.B.,Darilag
122402986,57208204962,Figueroa L.,https://api.elsevier.com/content/author/author_id/57208204962,SCOPUS_ID:85064117428,Lliandhea C.,L.C.,Figueroa
122402986,57208207255,Montoya K.,https://api.elsevier.com/content/author/author_id/57208207255,SCOPUS_ID:85064117428,Kenneth R.,K.R.,Montoya
122402986,57208215190,Perez L.,https://api.elsevier.com/content/author/author_id/57208215190,SCOPUS_ID:85064117428,Lovely Anne R.,L.A.R.,Perez
122403039,57208209671,Velasco J.,https://api.elsevier.com/content/author/author_id/57208209671,SCOPUS_ID:85064117428,Jordan N.,J.N.,Velasco
"122403459,60104319",57208205307,Alagao S.,https://api.elsevier.com/content/author/author_id/57208205307,SCOPUS_ID:85064116538,Stephen Paul L.,S.P.L.,Alagao
122403459,57208203980,Alolino J.,https://api.elsevier.com/content/author/author_id/57208203980,SCOPUS_ID:85064116538,Jazhiel Y.,J.Y.,Alolino
122403459,57208206462,Ybanez M.,https://api.elsevier.com/content/author/author_id/57208206462,SCOPUS_ID:85064116538,Michael Kent R.,M.K.R.,Ybanez
122403459,57208208312,Rubio E.,https://api.elsevier.com/content/author/author_id/57208208312,SCOPUS_ID:85064116538,Edjie Mel D.,E.M.D.,Rubio
60104319,57194163567,Caya M.,https://api.elsevier.com/content/author/author_id/57194163567,SCOPUS_ID:85064116538,Meo Vincent C.,M.V.C.,Caya
122403351,57208209916,Ferrer J.,https://api.elsevier.com/content/author/author_id/57208209916,SCOPUS_ID:85064114872,Justine Caesar C.,J.C.C.,Ferrer
60105392,57208206515,De Guzman F.,https://api.elsevier.com/content/author/author_id/57208206515,SCOPUS_ID:85064114872,Froilan E.,F.E.,De Guzman
60105392,57208206154,Gardon K.,https://api.elsevier.com/content/author/author_id/57208206154,SCOPUS_ID:85064114872,Kaye Louize E.,K.L.E.,Gardon
60105392,57208211174,Rosales R.,https://api.elsevier.com/content/author/author_id/57208211174,SCOPUS_ID:85064114872,Ronn Jarod R.,R.J.R.,Rosales
60105392,57208204752,Dell Michael Badua D.,https://api.elsevier.com/content/author/author_id/57208204752,SCOPUS_ID:85064114872,D. A.,D.A.,Dell Michael Badua
60105392,57208214084,Marcelo D.,https://api.elsevier.com/content/author/author_id/57208214084,SCOPUS_ID:85064114872,Drake Raphael,D.R.,Marcelo
60104319,24172720300,Cruz F.,https://api.elsevier.com/content/author/author_id/24172720300,SCOPUS_ID:85064114115,Febus Reidj G.,F.R.G.,Cruz
60104319,56770534000,Garcia R.,https://api.elsevier.com/content/author/author_id/56770534000,SCOPUS_ID:85064114115,Ramon G.,R.G.,Garcia
60104319,57208205418,Manait K.,https://api.elsevier.com/content/author/author_id/57208205418,SCOPUS_ID:85064114115,Karl Jason B.,K.J.B.,Manait
60104319,57208208413,Jastillano W.,https://api.elsevier.com/content/author/author_id/57208208413,SCOPUS_ID:85064114115,Wyndale John D.,W.J.D.,Jastillano
60104319,57208212311,Guzman D.,https://api.elsevier.com/content/author/author_id/57208212311,SCOPUS_ID:85064114115,Dustin Jones L.,D.J.L.,Guzman
60104319,57208208253,Manebo M.,https://api.elsevier.com/content/author/author_id/57208208253,SCOPUS_ID:85064114115,Micah B.,M.B.,Manebo
60104319,57203112916,Payawal J.,https://api.elsevier.com/content/author/author_id/57203112916,SCOPUS_ID:85064114115,John Mark G.,J.M.G.,Payawal
60104319,56922194100,Uy F.,https://api.elsevier.com/content/author/author_id/56922194100,SCOPUS_ID:85064114115,Francis Aldrine A.,F.A.A.,Uy
60071464,57196370443,Llorente C.,https://api.elsevier.com/content/author/author_id/57196370443,SCOPUS_ID:85064112914,Cesar A.,C.A.,Llorente
60071464,56770808500,Abad A.,https://api.elsevier.com/content/author/author_id/56770808500,SCOPUS_ID:85064112914,Alexander C.,A.C.,Abad
60071464,6602629924,Dadios E.,https://api.elsevier.com/content/author/author_id/6602629924,SCOPUS_ID:85064112914,Elmer P.,E.P.,Dadios
60071440,57194169157,Bersano R.,https://api.elsevier.com/content/author/author_id/57194169157,SCOPUS_ID:85064112869,Rogelio F.,R.F.,Bersano
60071440,57208209315,Tarife R.,https://api.elsevier.com/content/author/author_id/57208209315,SCOPUS_ID:85064112869,Rovick P.,R.P.,Tarife
60104319,57189060174,Pacis M.,https://api.elsevier.com/content/author/author_id/57189060174,SCOPUS_ID:85064112869,Michael C.,M.C.,Pacis
60071464,57188661992,Fabito B.,https://api.elsevier.com/content/author/author_id/57188661992,SCOPUS_ID:85064112486,Bernie S.,B.S.,Fabito
60105238,57201739105,Yabut E.,https://api.elsevier.com/content/author/author_id/57201739105,SCOPUS_ID:85064112486,Emeliza R.,E.R.,Yabut
60071464,57206649129,Carranza K.,https://api.elsevier.com/content/author/author_id/57206649129,SCOPUS_ID:85064112074,Karmelo Antonio R.,K.A.R.,Carranza
60071464,57206649089,Day N.,https://api.elsevier.com/content/author/author_id/57206649089,SCOPUS_ID:85064112074,Nicole Jillian B.,N.J.B.,Day
60071464,57206649111,Lin L.,https://api.elsevier.com/content/author/author_id/57206649111,SCOPUS_ID:85064112074,Lawrence Matthew S.,L.M.S.,Lin
60071464,57206649101,Ponce A.,https://api.elsevier.com/content/author/author_id/57206649101,SCOPUS_ID:85064112074,Albert R.,A.R.,Ponce
60071464,57206649141,Reyes W.,https://api.elsevier.com/content/author/author_id/57206649141,SCOPUS_ID:85064112074,Wilbur Rex O.,W.R.O.,Reyes
60071464,56770808500,Abad A.,https://api.elsevier.com/content/author/author_id/56770808500,SCOPUS_ID:85064112074,Alexander C.,A.C.,Abad
60071464,56741519000,Baldovino R.,https://api.elsevier.com/content/author/author_id/56741519000,SCOPUS_ID:85064112074,Renann G.,R.G.,Baldovino
60104319,57208206100,Pascual R.,https://api.elsevier.com/content/author/author_id/57208206100,SCOPUS_ID:85064110725,Rodney Karlo C.,R.K.C.,Pascual
60104319,57208215681,Serrano J.,https://api.elsevier.com/content/author/author_id/57208215681,SCOPUS_ID:85064110725,John Paul D.,J.P.D.,Serrano
60104319,57208212377,Soltez J.,https://api.elsevier.com/content/author/author_id/57208212377,SCOPUS_ID:85064110725,Jamie Mitchelle A.,J.M.A.,Soltez
60104319,57208205994,Castillo J.,https://api.elsevier.com/content/author/author_id/57208205994,SCOPUS_ID:85064110725,John Christopher D.,J.C.D.,Castillo
60104319,57193646636,Torres J.,https://api.elsevier.com/content/author/author_id/57193646636,SCOPUS_ID:85064110725,Jumelyn L.,J.L.,Torres
60104319,24172720300,Cruz F.,https://api.elsevier.com/content/author/author_id/24172720300,SCOPUS_ID:85064110725,Febus Reidj G.,F.R.G.,Cruz
60071464,57202279283,Lim N.,https://api.elsevier.com/content/author/author_id/57202279283,SCOPUS_ID:85064110134,Nino Rigo Emil,N.R.E.,Lim
60071491,12345129300,Dimagiba R.,https://api.elsevier.com/content/author/author_id/12345129300,SCOPUS_ID:85064110134,Richard,R.,Dimagiba
60071464,55326454500,Ubando A.,https://api.elsevier.com/content/author/author_id/55326454500,SCOPUS_ID:85064110134,Aristotle,A.,Ubando
60071464,56771368600,Gonzaga J.,https://api.elsevier.com/content/author/author_id/56771368600,SCOPUS_ID:85064110134,Jeremias,J.,Gonzaga
60071464,57119755500,Augusto G.,https://api.elsevier.com/content/author/author_id/57119755500,SCOPUS_ID:85064110134,Gerardo,G.,Augusto
"60105065,60105065",57208208064,Jorda R.,https://api.elsevier.com/content/author/author_id/57208208064,SCOPUS_ID:85064108390,Romeo L.,R.L.,Jorda
60105065,57208206093,Coballes J.,https://api.elsevier.com/content/author/author_id/57208206093,SCOPUS_ID:85064108390,Joshua Renz A.,J.R.A.,Coballes
60105065,57208208629,Enriquez L.,https://api.elsevier.com/content/author/author_id/57208208629,SCOPUS_ID:85064108390,Lejan Alfred C.,L.A.C.,Enriquez
60105065,57208214612,Millan M.,https://api.elsevier.com/content/author/author_id/57208214612,SCOPUS_ID:85064108390,Mark Lester S.,M.L.S.,Millan
60105065,57208209493,Mora A.,https://api.elsevier.com/content/author/author_id/57208209493,SCOPUS_ID:85064108390,Angelo J.,A.J.,Mora
60105065,57208208034,Teodoro M.,https://api.elsevier.com/content/author/author_id/57208208034,SCOPUS_ID:85064108390,Melbert Neil G.,M.N.G.,Teodoro
"60105065,60105065",56771334500,Arago N.,https://api.elsevier.com/content/author/author_id/56771334500,SCOPUS_ID:85064108390,Nilo M.,N.M.,Arago
"60105065,60105065",57208205598,Thio-Ac A.,https://api.elsevier.com/content/author/author_id/57208205598,SCOPUS_ID:85064108390,August C.,A.C.,Thio-Ac
"60105065,60105065",57196421450,Tolentino L.,https://api.elsevier.com/content/author/author_id/57196421450,SCOPUS_ID:85064108390,Lean Karlo S.,L.K.S.,Tolentino
60122542,57208214256,Estacio R.,https://api.elsevier.com/content/author/author_id/57208214256,SCOPUS_ID:85064107183,Rosalina R.,R.R.,Estacio
60104319,57189056872,Linsangan N.,https://api.elsevier.com/content/author/author_id/57189056872,SCOPUS_ID:85064107183,Noel B.,N.B.,Linsangan
60104319,57208210109,Abuda C.,https://api.elsevier.com/content/author/author_id/57208210109,SCOPUS_ID:85064107020,Chad Ferrino P.,C.F.P.,Abuda
60104319,57194163567,Caya M.,https://api.elsevier.com/content/author/author_id/57194163567,SCOPUS_ID:85064107020,Meo Vincent S.,M.V.S.,Caya
60104319,24172720300,Cruz F.,https://api.elsevier.com/content/author/author_id/24172720300,SCOPUS_ID:85064107020,Febus Reidj G.,F.R.G.,Cruz
60104319,56922194100,Uy F.,https://api.elsevier.com/content/author/author_id/56922194100,SCOPUS_ID:85064107020,Francis Aldrine A.,F.A.A.,Uy
60071488,57208215553,Andres C.,https://api.elsevier.com/content/author/author_id/57208215553,SCOPUS_ID:85064106507,Charles Patrick C.,C.P.C.,Andres
60071488,57208207760,Hernandez J.,https://api.elsevier.com/content/author/author_id/57208207760,SCOPUS_ID:85064106507,Jason Patrick L.,J.P.L.,Hernandez
60071488,57202280437,Baldelomar L.,https://api.elsevier.com/content/author/author_id/57202280437,SCOPUS_ID:85064106507,Lourdes T.,L.T.,Baldelomar
60071488,57208219791,Martin C.,https://api.elsevier.com/content/author/author_id/57208219791,SCOPUS_ID:85064106507,Christian Dior F.,C.D.F.,Martin
60071488,57208213978,Cantor J.,https://api.elsevier.com/content/author/author_id/57208213978,SCOPUS_ID:85064106507,John Paul S.,J.P.S.,Cantor
60071488,57208207842,Poblete J.,https://api.elsevier.com/content/author/author_id/57208207842,SCOPUS_ID:85064106507,Joycelyn P.,J.P.,Poblete
60071488,57208206012,Raca J.,https://api.elsevier.com/content/author/author_id/57208206012,SCOPUS_ID:85064106507,Jasmin D.,J.D.,Raca
122402732,55319953900,Vicerra R.,https://api.elsevier.com/content/author/author_id/55319953900,SCOPUS_ID:85064106507,Ryan Rhay P.,R.R.P.,Vicerra
60071464,57189094093,Fernando A.,https://api.elsevier.com/content/author/author_id/57189094093,SCOPUS_ID:85064105895,Arvin H.,A.H.,Fernando
60071464,55599356000,Marfori I.,https://api.elsevier.com/content/author/author_id/55599356000,SCOPUS_ID:85064105895,Isidro Antonio,I.A.,Marfori
60071464,55326454500,Ubando A.,https://api.elsevier.com/content/author/author_id/55326454500,SCOPUS_ID:85064105895,Aristotle,A.,Ubando
60071464,55319953900,Vicerra R.,https://api.elsevier.com/content/author/author_id/55319953900,SCOPUS_ID:85064105895,Ryan Rhay,R.R.,Vicerra
60071464,57188645121,Mayol A.,https://api.elsevier.com/content/author/author_id/57188645121,SCOPUS_ID:85064124700,Andres Philip,A.P.,Mayol
60071464,56771331700,Maningo J.,https://api.elsevier.com/content/author/author_id/56771331700,SCOPUS_ID:85064124700,Jose Martin Z.,J.M.Z.,Maningo
60071464,57208215599,Chua-Unsu A.,https://api.elsevier.com/content/author/author_id/57208215599,SCOPUS_ID:85064124700,Audrey Gayle Alexis Y.,A.G.A.Y.,Chua-Unsu
60071464,56941483300,Felix C.,https://api.elsevier.com/content/author/author_id/56941483300,SCOPUS_ID:85064124700,Charles B.,C.B.,Felix
122403487,57208209549,Rico P.,https://api.elsevier.com/content/author/author_id/57208209549,SCOPUS_ID:85064124700,Patricia I.,P.I.,Rico
122403487,57208205983,Chua G.,https://api.elsevier.com/content/author/author_id/57208205983,SCOPUS_ID:85064124700,Gundelina S.,G.S.,Chua
115926958,57208210605,Manalili E.,https://api.elsevier.com/content/author/author_id/57208210605,SCOPUS_ID:85064124700,Eduardo V.,E.V.,Manalili
115926958,57208214272,Fernandez D.,https://api.elsevier.com/content/author/author_id/57208214272,SCOPUS_ID:85064124700,Dalisay Dg,D.D.,Fernandez
60010065,7003986987,Cuello J.,https://api.elsevier.com/content/author/author_id/7003986987,SCOPUS_ID:85064124700,Joel L.,J.L.,Cuello
60071464,55599317400,Bandala A.,https://api.elsevier.com/content/author/author_id/55599317400,SCOPUS_ID:85064124700,Argel A.,A.A.,Bandala
60071464,55326454500,Ubando A.,https://api.elsevier.com/content/author/author_id/55326454500,SCOPUS_ID:85064124700,Aristotle T.,A.T.,Ubando
60071464,56011278100,Madrazo C.,https://api.elsevier.com/content/author/author_id/56011278100,SCOPUS_ID:85064124700,Cynthia F.,C.F.,Madrazo
60071464,6602629924,Dadios E.,https://api.elsevier.com/content/author/author_id/6602629924,SCOPUS_ID:85064124700,Elmer,E.,Dadios
60071464,6508063649,Culaba A.,https://api.elsevier.com/content/author/author_id/6508063649,SCOPUS_ID:85064124700,Alvin B.,A.B.,Culaba
60071440,57208204687,Empas P.,https://api.elsevier.com/content/author/author_id/57208204687,SCOPUS_ID:85064140718,Paul Emmanuel G.,P.E.G.,Empas
60071440,55598224500,Gerasta O.,https://api.elsevier.com/content/author/author_id/55598224500,SCOPUS_ID:85064140718,Olga Joy L.,O.J.L.,Gerasta
60071440,55598800400,Hora J.,https://api.elsevier.com/content/author/author_id/55598800400,SCOPUS_ID:85064140718,Jefferson A.,J.A.,Hora
60071464,57208208146,Rivera D.,https://api.elsevier.com/content/author/author_id/57208208146,SCOPUS_ID:85064140513,Diana Rose T.,D.R.T.,Rivera
60071464,6508063649,Culaba A.,https://api.elsevier.com/content/author/author_id/6508063649,SCOPUS_ID:85064140513,Alvin B.,A.B.,Culaba
60071464,55326454500,Ubando A.,https://api.elsevier.com/content/author/author_id/55326454500,SCOPUS_ID:85064140513,Aristotle T.,A.T.,Ubando
60104319,57209290927,Nornoa M.,https://api.elsevier.com/content/author/author_id/57209290927,SCOPUS_ID:85064140209,Marvin I.,M.I.,Nornoa
60104319,57208214035,Bordeus R.,https://api.elsevier.com/content/author/author_id/57208214035,SCOPUS_ID:85064140209,Randy,R.,Bordeus
116614422,57189095427,Aliac C.,https://api.elsevier.com/content/author/author_id/57189095427,SCOPUS_ID:85064140014,Chris Jordan G.,C.J.G.,Aliac
116614422,23469965300,Maravillas E.,https://api.elsevier.com/content/author/author_id/23469965300,SCOPUS_ID:85064140014,Elmer,E.,Maravillas
60104319,57208214538,Manlapaz V.,https://api.elsevier.com/content/author/author_id/57208214538,SCOPUS_ID:85064139755,Vincent John,V.J.,Manlapaz
60104319,57191241183,Sejera M.,https://api.elsevier.com/content/author/author_id/57191241183,SCOPUS_ID:85064139755,Marloun,M.,Sejera
60104319,54894437700,Ballado A.,https://api.elsevier.com/content/author/author_id/54894437700,SCOPUS_ID:85064139755,Alejandro,A.,Ballado
60120633,56237349600,Jayoma J.,https://api.elsevier.com/content/author/author_id/56237349600,SCOPUS_ID:85064138797,Jaymer M.,J.M.,Jayoma
60120633,8935281500,Gerardo B.,https://api.elsevier.com/content/author/author_id/8935281500,SCOPUS_ID:85064138797,Bobby D.,B.D.,Gerardo
60120633,57198792998,Medina R.,https://api.elsevier.com/content/author/author_id/57198792998,SCOPUS_ID:85064138797,Ruji M.,R.M.,Medina
60071464,57208203746,Aquino R.,https://api.elsevier.com/content/author/author_id/57208203746,SCOPUS_ID:85064138553,Roscoe Seth A.,R.S.A.,Aquino
60071464,57208210537,Cabalinan M.,https://api.elsevier.com/content/author/author_id/57208210537,SCOPUS_ID:85064138553,Matthew E.,M.E.,Cabalinan
60071464,57208211227,Cruz J.,https://api.elsevier.com/content/author/author_id/57208211227,SCOPUS_ID:85064138553,John Raphael B.,J.R.B.,Cruz
60071464,57208208882,Lao F.,https://api.elsevier.com/content/author/author_id/57208208882,SCOPUS_ID:85064138553,Francois S.,F.S.,Lao
60071464,56741519000,Baldovino R.,https://api.elsevier.com/content/author/author_id/56741519000,SCOPUS_ID:85064138553,Renann G.,R.G.,Baldovino
60071464,57189096030,Bedruz R.,https://api.elsevier.com/content/author/author_id/57189096030,SCOPUS_ID:85064138082,Rhen Anjerome,R.A.,Bedruz
60071464,57189092275,Uy A.,https://api.elsevier.com/content/author/author_id/57189092275,SCOPUS_ID:85064138082,Aaron Christian P.,A.C.P.,Uy
60071464,57189095486,Quiros A.,https://api.elsevier.com/content/author/author_id/57189095486,SCOPUS_ID:85064138082,Ana Riza,A.R.,Quiros
60071464,56771397100,Billones R.,https://api.elsevier.com/content/author/author_id/56771397100,SCOPUS_ID:85064138082,Robert Kerwin,R.K.,Billones
60071464,55497208700,Sybingco E.,https://api.elsevier.com/content/author/author_id/55497208700,SCOPUS_ID:85064138082,Edwin,E.,Sybingco
60071464,55599317400,Bandala A.,https://api.elsevier.com/content/author/author_id/55599317400,SCOPUS_ID:85064138082,Argel,A.,Bandala
60071464,6602629924,Dadios E.,https://api.elsevier.com/content/author/author_id/6602629924,SCOPUS_ID:85064138082,Elmer P.,E.P.,Dadios
60104319,57194163567,Caya M.,https://api.elsevier.com/content/author/author_id/57194163567,SCOPUS_ID:85064137733,Meo Vincent C.,M.V.C.,Caya
60104319,54894437700,Ballado A.,https://api.elsevier.com/content/author/author_id/54894437700,SCOPUS_ID:85064137733,Alejandro H.,A.H.,Ballado
60104319,57208205160,Asis J.,https://api.elsevier.com/content/author/author_id/57208205160,SCOPUS_ID:85064137733,John Kenneth C.,J.K.C.,Asis
60104319,57208205863,Halili B.,https://api.elsevier.com/content/author/author_id/57208205863,SCOPUS_ID:85064137733,Bien Carlo B.,B.C.B.,Halili
60104319,57208215065,Geronimo K.,https://api.elsevier.com/content/author/author_id/57208215065,SCOPUS_ID:85064137733,Katrinne Mae R.,K.M.R.,Geronimo
60071488,57208204540,Castillo K.,https://api.elsevier.com/content/author/author_id/57208204540,SCOPUS_ID:85064136877,Karl Vincent G.,K.V.G.,Castillo
60071488,57208203860,Mendoza N.,https://api.elsevier.com/content/author/author_id/57208203860,SCOPUS_ID:85064136877,Neil Kenneth T.,N.K.T.,Mendoza
60071488,57208210514,Morales C.,https://api.elsevier.com/content/author/author_id/57208210514,SCOPUS_ID:85064136877,Chelsea Andrea S.,C.A.S.,Morales
60071488,57208207706,Perez A.,https://api.elsevier.com/content/author/author_id/57208207706,SCOPUS_ID:85064136877,Allen Dominic A.,A.D.A.,Perez
60071488,57208209400,Unisa J.,https://api.elsevier.com/content/author/author_id/57208209400,SCOPUS_ID:85064136877,Jansen Yna L.,J.Y.L.,Unisa
60071488,57208205986,Cruz A.,https://api.elsevier.com/content/author/author_id/57208205986,SCOPUS_ID:85064136877,Angelo R.Dela,A.R.D.,Cruz
60104319,54382849300,Avendano G.,https://api.elsevier.com/content/author/author_id/54382849300,SCOPUS_ID:85064136806,Glenn O.,G.O.,Avendano
60104319,54894437700,Ballado A.,https://api.elsevier.com/content/author/author_id/54894437700,SCOPUS_ID:85064136806,Alejandro H.,A.H.,Ballado
60104319,57208211223,Cruz J.,https://api.elsevier.com/content/author/author_id/57208211223,SCOPUS_ID:85064136806,Jennifer C.Dela,J.C.D.,Cruz
60104319,57202205133,Bentir S.,https://api.elsevier.com/content/author/author_id/57202205133,SCOPUS_ID:85064136806,Sarah Alma P.,S.A.P.,Bentir
60104319,57208207431,Camposanto J.,https://api.elsevier.com/content/author/author_id/57208207431,SCOPUS_ID:85064136806,Juan Christian B.,J.C.B.,Camposanto
60104319,57208210286,Carreos A.,https://api.elsevier.com/content/author/author_id/57208210286,SCOPUS_ID:85064136806,Alexis L.,A.L.,Carreos
60104319,57208204482,Domingo L.,https://api.elsevier.com/content/author/author_id/57208204482,SCOPUS_ID:85064136806,Lorenz Albert B.,L.A.B.,Domingo
60104319,57208206611,Mgarcia K.,https://api.elsevier.com/content/author/author_id/57208206611,SCOPUS_ID:85064136806,Kendrick Dale,K.D.,Mgarcia
60071488,57208205624,Ayado V.,https://api.elsevier.com/content/author/author_id/57208205624,SCOPUS_ID:85064136612,Von Gwayneth B.,V.G.B.,Ayado
60071488,57208204547,Dungca C.,https://api.elsevier.com/content/author/author_id/57208204547,SCOPUS_ID:85064136612,Carl James N.,C.J.N.,Dungca
60071488,57208210751,Lazam S.,https://api.elsevier.com/content/author/author_id/57208210751,SCOPUS_ID:85064136612,Sheena A.,S.A.,Lazam
60071488,57208209564,Pereira M.,https://api.elsevier.com/content/author/author_id/57208209564,SCOPUS_ID:85064136612,Mark Noel L.,M.N.L.,Pereira
60071488,57208210464,Tan J.,https://api.elsevier.com/content/author/author_id/57208210464,SCOPUS_ID:85064136612,Jaycerine Rizel O.,J.R.O.,Tan
60071488,57188666441,Prado S.,https://api.elsevier.com/content/author/author_id/57188666441,SCOPUS_ID:85064136612,Seigfred V.,S.V.,Prado
60104319,57200324576,Ostia C.,https://api.elsevier.com/content/author/author_id/57200324576,SCOPUS_ID:85064136227,Conrado,C.,Ostia
60104319,57199490269,Martinez J.,https://api.elsevier.com/content/author/author_id/57199490269,SCOPUS_ID:85064136227,Jesus M.,J.M.,Martinez
60104319,57208210815,Coderes K.,https://api.elsevier.com/content/author/author_id/57208210815,SCOPUS_ID:85064136227,Kevin Ted,K.T.,Coderes
60104319,57208203875,Estacio G.,https://api.elsevier.com/content/author/author_id/57208203875,SCOPUS_ID:85064136227,Gino James,G.J.,Estacio
60104319,55894495700,Ramchahi A.,https://api.elsevier.com/content/author/author_id/55894495700,SCOPUS_ID:85064136227,Abdollah Rezvani,A.R.,Ramchahi
60104319,57203176758,Pulido J.,https://api.elsevier.com/content/author/author_id/57203176758,SCOPUS_ID:85064136227,Jargon V.,J.V.,Pulido
60071440,57208213553,Luzon M.,https://api.elsevier.com/content/author/author_id/57208213553,SCOPUS_ID:85064136193,Mark Anthony,M.A.,Luzon
60071440,55598224500,Gerasta O.,https://api.elsevier.com/content/author/author_id/55598224500,SCOPUS_ID:85064136193,Olga Joy,O.J.,Gerasta
116277960,57203146687,De Lima-Omorog C.,https://api.elsevier.com/content/author/author_id/57203146687,SCOPUS_ID:85064135968,Challiz,C.,De Lima-Omorog
116277960,57208214092,Sias J.,https://api.elsevier.com/content/author/author_id/57208214092,SCOPUS_ID:85064135968,Jayvee Niel S.J.,J.N.S.J.,Sias
116277960,6504239100,Benosa B.,https://api.elsevier.com/content/author/author_id/6504239100,SCOPUS_ID:85064135968,Brenda Dy Po,B.D.P.,Benosa
60105070,57202291435,Alimuin R.,https://api.elsevier.com/content/author/author_id/57202291435,SCOPUS_ID:85064135825,Ryann,R.,Alimuin
60105070,6602629924,Dadios E.,https://api.elsevier.com/content/author/author_id/6602629924,SCOPUS_ID:85064135825,Elmer,E.,Dadios
60105070,57207569211,Arenas S.,https://api.elsevier.com/content/author/author_id/57207569211,SCOPUS_ID:85064135825,Shearyl,S.,Arenas
115495037,57208210243,Santiago E.,https://api.elsevier.com/content/author/author_id/57208210243,SCOPUS_ID:85064135651,Eduardo B.,E.B.,Santiago
115495037,56741190400,Gara G.,https://api.elsevier.com/content/author/author_id/56741190400,SCOPUS_ID:85064135651,Glenn Paul P.,G.P.P.,Gara
114100224,57208209979,Chua S.,https://api.elsevier.com/content/author/author_id/57208209979,SCOPUS_ID:85064134987,Sean Herbie,S.H.,Chua
114100224,57208203899,Limqueco J.,https://api.elsevier.com/content/author/author_id/57208203899,SCOPUS_ID:85064134987,Jerald Steven,J.S.,Limqueco
114100224,57208204834,Lu E.,https://api.elsevier.com/content/author/author_id/57208204834,SCOPUS_ID:85064134987,Ervin Lester,E.L.,Lu
114100224,57208215140,Que S.,https://api.elsevier.com/content/author/author_id/57208215140,SCOPUS_ID:85064134987,Sean Wyndell,S.W.,Que
114100224,56940996600,Abuan D.,https://api.elsevier.com/content/author/author_id/56940996600,SCOPUS_ID:85064134987,Donabel,D.,Abuan
60104319,24172720300,Cruz F.,https://api.elsevier.com/content/author/author_id/24172720300,SCOPUS_ID:85064134367,Febus Reidj G.,F.R.G.,Cruz
60104319,57208213905,Gania R.,https://api.elsevier.com/content/author/author_id/57208213905,SCOPUS_ID:85064134367,Ryan Christopher M.,R.C.M.,Gania
60104319,57207915002,Garcia B.,https://api.elsevier.com/content/author/author_id/57207915002,SCOPUS_ID:85064134367,Bryx William C.,B.W.C.,Garcia
