afid,authid,authname,author-url,dc:identifier,given-name,initials,surname
60015481,57195153627,Jang E.,https://api.elsevier.com/content/author/author_id/57195153627,SCOPUS_ID:85075043115,Esther Han Beol,E.H.B.,Jang
60015481,57211760487,Garrison P.,https://api.elsevier.com/content/author/author_id/57211760487,SCOPUS_ID:85075043115,Philip,P.,Garrison
60071429,57211806005,Vistal R.,https://api.elsevier.com/content/author/author_id/57211806005,SCOPUS_ID:85075043115,Ronel Vincent,R.V.,Vistal
60071429,57193653655,Cunanan M.,https://api.elsevier.com/content/author/author_id/57193653655,SCOPUS_ID:85075043115,Maria Theresa D.,M.T.D.,Cunanan
60071429,57196257006,Perez M.,https://api.elsevier.com/content/author/author_id/57196257006,SCOPUS_ID:85075043115,Maria Theresa,M.T.,Perez
,56810397700,Martinez P.,https://api.elsevier.com/content/author/author_id/56810397700,SCOPUS_ID:85075043115,Philip,P.,Martinez
60015481,57195152226,Johnson M.,https://api.elsevier.com/content/author/author_id/57195152226,SCOPUS_ID:85075043115,Matthew William,M.W.,Johnson
60071429,57211799985,Evangelista J.,https://api.elsevier.com/content/author/author_id/57211799985,SCOPUS_ID:85075043115,John Andrew,J.A.,Evangelista
60016849,35209643600,Ahmed S.,https://api.elsevier.com/content/author/author_id/35209643600,SCOPUS_ID:85075043115,Syed Ishtiaque,S.I.,Ahmed
60071429,57199994629,Dionisio J.,https://api.elsevier.com/content/author/author_id/57199994629,SCOPUS_ID:85075043115,Josephine,J.,Dionisio
60071429,56816965400,Barela M.,https://api.elsevier.com/content/author/author_id/56816965400,SCOPUS_ID:85075043115,Mary Claire Aguilar,M.C.A.,Barela
60015481,34881702600,Heimerl K.,https://api.elsevier.com/content/author/author_id/34881702600,SCOPUS_ID:85075043115,Kurtis,K.,Heimerl
60104319,57211850516,Banjao J.,https://api.elsevier.com/content/author/author_id/57211850516,SCOPUS_ID:85075181243,John Patrick P.,J.P.P.,Banjao
60072947,57211859839,Van Hecke L.,https://api.elsevier.com/content/author/author_id/57211859839,SCOPUS_ID:85075181243,Louis,L.,Van Hecke
112434301,26326390400,Lim W.,https://api.elsevier.com/content/author/author_id/26326390400,SCOPUS_ID:85075181243,Wansu,W.,Lim
112434301,57211857893,Kim M.,https://api.elsevier.com/content/author/author_id/57211857893,SCOPUS_ID:85075181243,Myung Sik,M.S.,Kim
100474346,57200659296,Calanda F.,https://api.elsevier.com/content/author/author_id/57200659296,SCOPUS_ID:85077757596,Fredilyn B.,F.B.,Calanda
121770894,54407677800,Sison A.,https://api.elsevier.com/content/author/author_id/54407677800,SCOPUS_ID:85077757596,Ariel M.,A.M.,Sison
118257977,57205712669,Molato M.,https://api.elsevier.com/content/author/author_id/57205712669,SCOPUS_ID:85077757596,Mark Rennel D.,M.R.D.,Molato
100474346,57198792998,Medina R.,https://api.elsevier.com/content/author/author_id/57198792998,SCOPUS_ID:85077757596,Ruji P.,R.P.,Medina
60104319,57213266620,Cabanto W.,https://api.elsevier.com/content/author/author_id/57213266620,SCOPUS_ID:85077760389,Waynebert Jan D.,W.J.D.,Cabanto
60104319,57213268075,Jocson A.,https://api.elsevier.com/content/author/author_id/57213268075,SCOPUS_ID:85077760389,Aira Danielle B.,A.D.B.,Jocson
60104319,57213265034,Lateo R.,https://api.elsevier.com/content/author/author_id/57213265034,SCOPUS_ID:85077760389,Renzel Laurence T.,R.L.T.,Lateo
60104319,57202494372,de Goma J.,https://api.elsevier.com/content/author/author_id/57202494372,SCOPUS_ID:85077760389,Joel C.,J.C.,de Goma
100474346,57200648129,Cayabyab G.,https://api.elsevier.com/content/author/author_id/57200648129,SCOPUS_ID:85077758562,Gerald T.,G.T.,Cayabyab
121770894,54407677800,Sison A.,https://api.elsevier.com/content/author/author_id/54407677800,SCOPUS_ID:85077758562,Ariel M.,A.M.,Sison
100474346,35758895900,Hernandez A.,https://api.elsevier.com/content/author/author_id/35758895900,SCOPUS_ID:85077758562,Alexander A.,A.A.,Hernandez
100474346,57213268218,Badiang R.,https://api.elsevier.com/content/author/author_id/57213268218,SCOPUS_ID:85077748874,Rogelio O.,R.O.,Badiang
60103792,8935281500,Gerardo B.,https://api.elsevier.com/content/author/author_id/8935281500,SCOPUS_ID:85077748874,Bobby D.,B.D.,Gerardo
100474346,57198792998,Medina R.,https://api.elsevier.com/content/author/author_id/57198792998,SCOPUS_ID:85077748874,Ruji P.,R.P.,Medina
100474346,57213263940,Origines D.,https://api.elsevier.com/content/author/author_id/57213263940,SCOPUS_ID:85077746695,Domingo V.,D.V.,Origines
121770894,54407677800,Sison A.,https://api.elsevier.com/content/author/author_id/54407677800,SCOPUS_ID:85077746695,Ariel M.,A.M.,Sison
100474346,57198792998,Medina R.,https://api.elsevier.com/content/author/author_id/57198792998,SCOPUS_ID:85077746695,Ruji P.,R.P.,Medina
100474346,57213266603,Rabut B.,https://api.elsevier.com/content/author/author_id/57213266603,SCOPUS_ID:85077735189,Benedict A.,B.A.,Rabut
121760906,57202941004,Fajardo A.,https://api.elsevier.com/content/author/author_id/57202941004,SCOPUS_ID:85077735189,Arnel C.,A.C.,Fajardo
100474346,57198792998,Medina R.,https://api.elsevier.com/content/author/author_id/57198792998,SCOPUS_ID:85077735189,Ruji P.,R.P.,Medina
100474346,57213266893,Cascaro R.,https://api.elsevier.com/content/author/author_id/57213266893,SCOPUS_ID:85077734253,Rhodessa J.,R.J.,Cascaro
60103792,8935281500,Gerardo B.,https://api.elsevier.com/content/author/author_id/8935281500,SCOPUS_ID:85077734253,Bobby D.,B.D.,Gerardo
100474346,57198792998,Medina R.,https://api.elsevier.com/content/author/author_id/57198792998,SCOPUS_ID:85077734253,Ruji P.,R.P.,Medina
100474346,57213264439,Laureano L.,https://api.elsevier.com/content/author/author_id/57213264439,SCOPUS_ID:85077733896,Lanie B.,L.B.,Laureano
121770894,54407677800,Sison A.,https://api.elsevier.com/content/author/author_id/54407677800,SCOPUS_ID:85077733896,Ariel M.,A.M.,Sison
100474346,57198792998,Medina R.,https://api.elsevier.com/content/author/author_id/57198792998,SCOPUS_ID:85077733896,Ruji P.,R.P.,Medina
100474346,57200648129,Cayabyab G.,https://api.elsevier.com/content/author/author_id/57200648129,SCOPUS_ID:85077731988,Gerald T.,G.T.,Cayabyab
121770894,54407677800,Sison A.,https://api.elsevier.com/content/author/author_id/54407677800,SCOPUS_ID:85077731988,Ariel M.,A.M.,Sison
100474346,57198792998,Medina R.,https://api.elsevier.com/content/author/author_id/57198792998,SCOPUS_ID:85077731988,Ruji P.,R.P.,Medina
100474346,57213264606,Daday M.,https://api.elsevier.com/content/author/author_id/57213264606,SCOPUS_ID:85077730881,Mark Jovic A.,M.J.A.,Daday
121760906,57202941004,Fajardo A.,https://api.elsevier.com/content/author/author_id/57202941004,SCOPUS_ID:85077730881,Arnel C.,A.C.,Fajardo
100474346,57198792998,Medina R.,https://api.elsevier.com/content/author/author_id/57198792998,SCOPUS_ID:85077730881,Ruji P.,R.P.,Medina
60104319,57213271006,Torres A.,https://api.elsevier.com/content/author/author_id/57213271006,SCOPUS_ID:85077756268,Aldrin John,A.J.,Torres
60104319,57213270027,Silubrico C.,https://api.elsevier.com/content/author/author_id/57213270027,SCOPUS_ID:85077756268,Clowie,C.,Silubrico
60104319,57213266630,Torralba D.,https://api.elsevier.com/content/author/author_id/57213266630,SCOPUS_ID:85077756268,Daniel,D.,Torralba
60104319,57211535778,Tomas J.,https://api.elsevier.com/content/author/author_id/57211535778,SCOPUS_ID:85077756268,John Paul,J.P.,Tomas
60104319,57213267550,Ayllon M.,https://api.elsevier.com/content/author/author_id/57213267550,SCOPUS_ID:85077752355,Mark Anthony,M.A.,Ayllon
60104319,57213268355,Cruz M.,https://api.elsevier.com/content/author/author_id/57213268355,SCOPUS_ID:85077752355,Melwin James,M.J.,Cruz
60104319,57213269767,Mendoza J.,https://api.elsevier.com/content/author/author_id/57213269767,SCOPUS_ID:85077752355,Justin Jason,J.J.,Mendoza
60104319,57213263973,Tomas M.,https://api.elsevier.com/content/author/author_id/57213263973,SCOPUS_ID:85077752355,Mary Christine,M.C.,Tomas
60104319,57213265846,Buenaventura J.,https://api.elsevier.com/content/author/author_id/57213265846,SCOPUS_ID:85077735521,Jan Rei S.,J.R.S.,Buenaventura
60104319,57213270837,Kobayashi J.,https://api.elsevier.com/content/author/author_id/57213270837,SCOPUS_ID:85077735521,Jun T.,J.T.,Kobayashi
60104319,57213267404,Valles L.,https://api.elsevier.com/content/author/author_id/57213267404,SCOPUS_ID:85077735521,Larah Mae P.,L.M.P.,Valles
60104319,57202494372,de Goma J.,https://api.elsevier.com/content/author/author_id/57202494372,SCOPUS_ID:85077735521,Joel C.,J.C.,de Goma
60104319,57200162633,Balan A.,https://api.elsevier.com/content/author/author_id/57200162633,SCOPUS_ID:85077735521,Ariel Kelly D.,A.K.D.,Balan
60104319,57213264635,Pascual E.,https://api.elsevier.com/content/author/author_id/57213264635,SCOPUS_ID:85077735299,Elysse Joy Angelica V.,E.J.A.V.,Pascual
60104319,57213266057,Plaza J.,https://api.elsevier.com/content/author/author_id/57213266057,SCOPUS_ID:85077735299,Joe Mhar J.,J.M.J.,Plaza
60104319,57213264388,Tesorero J.,https://api.elsevier.com/content/author/author_id/57213264388,SCOPUS_ID:85077735299,Jose Lorenzo L.,J.L.L.,Tesorero
60104319,57202494372,de Goma J.,https://api.elsevier.com/content/author/author_id/57202494372,SCOPUS_ID:85077735299,Joel C.,J.C.,de Goma
60104319,57213270005,Alvarez A.,https://api.elsevier.com/content/author/author_id/57213270005,SCOPUS_ID:85077733095,Arvin Kenneth,A.K.,Alvarez
60104319,57213270437,Pelipas M.,https://api.elsevier.com/content/author/author_id/57213270437,SCOPUS_ID:85077733095,Mary Tricia Ann,M.T.A.,Pelipas
60104319,57213269468,Rayos del Sol C.,https://api.elsevier.com/content/author/author_id/57213269468,SCOPUS_ID:85077733095,Carl Ivan,C.I.,Rayos del Sol
60104319,57211535778,Tomas J.,https://api.elsevier.com/content/author/author_id/57211535778,SCOPUS_ID:85077733095,John Paul,J.P.,Tomas
60104319,57213264645,Gomez M.,https://api.elsevier.com/content/author/author_id/57213264645,SCOPUS_ID:85077744746,Marineil C.,M.C.,Gomez
60104319,57213269552,Dasalla N.,https://api.elsevier.com/content/author/author_id/57213269552,SCOPUS_ID:85077744746,Nicole Leigh T.,N.L.T.,Dasalla
60104319,57213267965,Espiritu A.,https://api.elsevier.com/content/author/author_id/57213267965,SCOPUS_ID:85077744746,Aniana Sofia M.,A.S.M.,Espiritu
60104319,57213266132,Lontok R.,https://api.elsevier.com/content/author/author_id/57213266132,SCOPUS_ID:85077744746,Rain Allisha M.,R.A.M.,Lontok
60104319,57213270285,Santiago G.,https://api.elsevier.com/content/author/author_id/57213270285,SCOPUS_ID:85077744746,Gabriel Eli A.,G.E.A.,Santiago
60104319,57213271012,Torres A.,https://api.elsevier.com/content/author/author_id/57213271012,SCOPUS_ID:85077744746,Abigail Hannah B.,A.H.B.,Torres
60104319,57213265899,Tiburcio I.,https://api.elsevier.com/content/author/author_id/57213265899,SCOPUS_ID:85077744746,Irah Nathanne D.,I.N.D.,Tiburcio
60104319,36446886100,Tayo L.,https://api.elsevier.com/content/author/author_id/36446886100,SCOPUS_ID:85077744746,Lemmuel L.,L.L.,Tayo
60104319,57213264645,Gomez M.,https://api.elsevier.com/content/author/author_id/57213264645,SCOPUS_ID:85077753063,Marineil C.,M.C.,Gomez
60104319,57213270372,Aquino A.,https://api.elsevier.com/content/author/author_id/57213270372,SCOPUS_ID:85077753063,Alisha Marcelle C.,A.M.C.,Aquino
60104319,57213265130,Matira A.,https://api.elsevier.com/content/author/author_id/57213265130,SCOPUS_ID:85077753063,Andrea R.,A.R.,Matira
60104319,57213269520,Alvarico R.,https://api.elsevier.com/content/author/author_id/57213269520,SCOPUS_ID:85077753063,Riggs Anton D.,R.A.D.,Alvarico
60104319,57213266398,Valbuena R.,https://api.elsevier.com/content/author/author_id/57213266398,SCOPUS_ID:85077753063,Reincess E.,R.E.,Valbuena
60104319,36446886100,Tayo L.,https://api.elsevier.com/content/author/author_id/36446886100,SCOPUS_ID:85077753063,Lemmuel L.,L.L.,Tayo
60104319,57213264645,Gomez M.,https://api.elsevier.com/content/author/author_id/57213264645,SCOPUS_ID:85077732681,Marineil C.,M.C.,Gomez
60104319,57213269520,Alvarico R.,https://api.elsevier.com/content/author/author_id/57213269520,SCOPUS_ID:85077732681,Riggs Anton D.,R.A.D.,Alvarico
60104319,57213266398,Valbuena R.,https://api.elsevier.com/content/author/author_id/57213266398,SCOPUS_ID:85077732681,Reincess E.,R.E.,Valbuena
60104319,57213270372,Aquino A.,https://api.elsevier.com/content/author/author_id/57213270372,SCOPUS_ID:85077732681,Alisha Marcelle C.,A.M.C.,Aquino
60104319,57213265130,Matira A.,https://api.elsevier.com/content/author/author_id/57213265130,SCOPUS_ID:85077732681,Andrea R.,A.R.,Matira
60104319,36446886100,Tayo L.,https://api.elsevier.com/content/author/author_id/36446886100,SCOPUS_ID:85077732681,Lemmuel L.,L.L.,Tayo
60007776,57211261183,Selby P.,https://api.elsevier.com/content/author/author_id/57211261183,SCOPUS_ID:85067510305,Peter,P.,Selby
60019793,57195566945,Abbeloos R.,https://api.elsevier.com/content/author/author_id/57195566945,SCOPUS_ID:85067510305,Rafael,R.,Abbeloos
60015079,57211262627,Backlund J.,https://api.elsevier.com/content/author/author_id/57211262627,SCOPUS_ID:85067510305,Jan Erik,J.E.,Backlund
60072195,57211261247,Basterrechea Salido M.,https://api.elsevier.com/content/author/author_id/57211261247,SCOPUS_ID:85067510305,Martin,M.,Basterrechea Salido
60015577,55924069200,Bauchet G.,https://api.elsevier.com/content/author/author_id/55924069200,SCOPUS_ID:85067510305,Guillaume,G.,Bauchet
"60071238,60000840",57208922234,Benites-Alfaro O.,https://api.elsevier.com/content/author/author_id/57208922234,SCOPUS_ID:85067510305,Omar E.,O.E.,Benites-Alfaro
60001989,57190172917,Birkett C.,https://api.elsevier.com/content/author/author_id/57190172917,SCOPUS_ID:85067510305,Clay,C.,Birkett
60031195,57211261061,Calaminos V.,https://api.elsevier.com/content/author/author_id/57211261061,SCOPUS_ID:85067510305,Viana C.,V.C.,Calaminos
60108488,57211261041,Carceller P.,https://api.elsevier.com/content/author/author_id/57211261041,SCOPUS_ID:85067510305,Pierre,P.,Carceller
60109211,57191919147,Cornut G.,https://api.elsevier.com/content/author/author_id/57191919147,SCOPUS_ID:85067510305,Guillaume,G.,Cornut
107212654,57211261042,Vasques Costa B.,https://api.elsevier.com/content/author/author_id/57211261042,SCOPUS_ID:85067510305,Bruno,B.,Vasques Costa
60001989,57211262426,Edwards J.,https://api.elsevier.com/content/author/author_id/57211262426,SCOPUS_ID:85067510305,Jeremy D.,J.D.,Edwards
60004156,15839717800,Finkers R.,https://api.elsevier.com/content/author/author_id/15839717800,SCOPUS_ID:85067510305,Richard,R.,Finkers
60007776,57211261045,Yanxin Gao S.,https://api.elsevier.com/content/author/author_id/57211261045,SCOPUS_ID:85067510305,Star,S.,Yanxin Gao
60072195,57211261345,Ghaffar M.,https://api.elsevier.com/content/author/author_id/57211261345,SCOPUS_ID:85067510305,Mehmood,M.,Ghaffar
60007776,57211261606,Glaser P.,https://api.elsevier.com/content/author/author_id/57211261606,SCOPUS_ID:85067510305,Philip,P.,Glaser
60077404,13607411300,Guignon V.,https://api.elsevier.com/content/author/author_id/13607411300,SCOPUS_ID:85067510305,Valentin,V.,Guignon
108245394,55367707700,Hok P.,https://api.elsevier.com/content/author/author_id/55367707700,SCOPUS_ID:85067510305,Puthick,P.,Hok
108245394,57211261869,Kilian A.,https://api.elsevier.com/content/author/author_id/57211261869,SCOPUS_ID:85067510305,Andrzej,A.,Kilian
60072195,57204672703,König P.,https://api.elsevier.com/content/author/author_id/57204672703,SCOPUS_ID:85067510305,Patrick,P.,König
60031195,57211262170,Lagare J.,https://api.elsevier.com/content/author/author_id/57211262170,SCOPUS_ID:85067510305,Jack Elendil B.,J.E.B.,Lagare
60072195,36028279400,Lange M.,https://api.elsevier.com/content/author/author_id/36028279400,SCOPUS_ID:85067510305,Matthias,M.,Lange
60077404,55227815500,Laporte M.,https://api.elsevier.com/content/author/author_id/55227815500,SCOPUS_ID:85067510305,Marie Angélique,M.A.,Laporte
60108500,8767534400,Larmande P.,https://api.elsevier.com/content/author/author_id/8767534400,SCOPUS_ID:85067510305,Pierre,P.,Larmande
