Author 1,Author 2,ID 1,ID 2,Affiliation 1,Affiliation 2,Year,DOI,EID,General Areas,Specific Areas,AUID 1,AUID 2
Renann G. Baldovino,Edwin Sybingco,56741519000,55497208700,De La Salle University,De La Salle University,2018,,2-s2.0-85047732654,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-56741519000,AUID-55497208700
Renann G. Baldovino,Elmer P. Dadios,56741519000,6602629924,De La Salle University,De La Salle University,2018,,2-s2.0-85047732654,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-56741519000,AUID-6602629924
Edwin Sybingco,Elmer P. Dadios,55497208700,6602629924,De La Salle University,De La Salle University,2018,,2-s2.0-85047732654,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-55497208700,AUID-6602629924
Junlae Cheong,Rohit P. Nihalani,57202309134,57202301111,De La Salle University,De La Salle University,2018,,2-s2.0-85047818904,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57202309134,AUID-57202301111
Junlae Cheong,Noel B. Paulino,57202309134,57202308151,De La Salle University,De La Salle University,2018,,2-s2.0-85047818904,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57202309134,AUID-57202308151
Junlae Cheong,Ryback Tyrone G. Po,57202309134,57202302316,De La Salle University,De La Salle University,2018,,2-s2.0-85047818904,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57202309134,AUID-57202302316
Junlae Cheong,Argel A. Bandala,57202309134,55599317400,De La Salle University,De La Salle University,2018,,2-s2.0-85047818904,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57202309134,AUID-55599317400
Junlae Cheong,Jay Robert B. Del Rosario,57202309134,55976250500,De La Salle University,De La Salle University,2018,,2-s2.0-85047818904,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57202309134,AUID-55976250500
Rohit P. Nihalani,Noel B. Paulino,57202301111,57202308151,De La Salle University,De La Salle University,2018,,2-s2.0-85047818904,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57202301111,AUID-57202308151
Rohit P. Nihalani,Ryback Tyrone G. Po,57202301111,57202302316,De La Salle University,De La Salle University,2018,,2-s2.0-85047818904,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57202301111,AUID-57202302316
Rohit P. Nihalani,Argel A. Bandala,57202301111,55599317400,De La Salle University,De La Salle University,2018,,2-s2.0-85047818904,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57202301111,AUID-55599317400
Rohit P. Nihalani,Jay Robert B. Del Rosario,57202301111,55976250500,De La Salle University,De La Salle University,2018,,2-s2.0-85047818904,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57202301111,AUID-55976250500
Noel B. Paulino,Ryback Tyrone G. Po,57202308151,57202302316,De La Salle University,De La Salle University,2018,,2-s2.0-85047818904,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57202308151,AUID-57202302316
Noel B. Paulino,Argel A. Bandala,57202308151,55599317400,De La Salle University,De La Salle University,2018,,2-s2.0-85047818904,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57202308151,AUID-55599317400
Noel B. Paulino,Jay Robert B. Del Rosario,57202308151,55976250500,De La Salle University,De La Salle University,2018,,2-s2.0-85047818904,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57202308151,AUID-55976250500
Ryback Tyrone G. Po,Argel A. Bandala,57202302316,55599317400,De La Salle University,De La Salle University,2018,,2-s2.0-85047818904,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57202302316,AUID-55599317400
Ryback Tyrone G. Po,Jay Robert B. Del Rosario,57202302316,55976250500,De La Salle University,De La Salle University,2018,,2-s2.0-85047818904,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57202302316,AUID-55976250500
Argel A. Bandala,Jay Robert B. Del Rosario,55599317400,55976250500,De La Salle University,De La Salle University,2018,,2-s2.0-85047818904,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-55599317400,AUID-55976250500
Engr Arvin H. Fernando,Argel A. Bandala,57202284054,55599317400,De La Salle University,De La Salle University,2018,,2-s2.0-85047773384,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57202284054,AUID-55599317400
Engr Arvin H. Fernando,Laurence A.Gan Lim,57202284054,57189090241,De La Salle University,De La Salle University,2018,,2-s2.0-85047773384,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57202284054,AUID-57189090241
Engr Arvin H. Fernando,Archie B. Maglaya,57202284054,6602321703,De La Salle University,De La Salle University,2018,,2-s2.0-85047773384,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57202284054,AUID-6602321703
Engr Arvin H. Fernando,Nadine Adellia A. Ledesma,57202284054,8859630800,De La Salle University,De La Salle University,2018,,2-s2.0-85047773384,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57202284054,AUID-8859630800
Engr Arvin H. Fernando,Ryan Rhay P. Vicerra,57202284054,55319953900,De La Salle University,De La Salle University,2018,,2-s2.0-85047773384,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57202284054,AUID-55319953900
Engr Arvin H. Fernando,Engr Jeremias Gonzaga,57202284054,57202288097,De La Salle University,De La Salle University,2018,,2-s2.0-85047773384,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57202284054,AUID-57202288097
Argel A. Bandala,Laurence A.Gan Lim,55599317400,57189090241,De La Salle University,De La Salle University,2018,,2-s2.0-85047773384,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-55599317400,AUID-57189090241
Argel A. Bandala,Archie B. Maglaya,55599317400,6602321703,De La Salle University,De La Salle University,2018,,2-s2.0-85047773384,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-55599317400,AUID-6602321703
Argel A. Bandala,Nadine Adellia A. Ledesma,55599317400,8859630800,De La Salle University,De La Salle University,2018,,2-s2.0-85047773384,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-55599317400,AUID-8859630800
Argel A. Bandala,Ryan Rhay P. Vicerra,55599317400,55319953900,De La Salle University,De La Salle University,2018,,2-s2.0-85047773384,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-55599317400,AUID-55319953900
Argel A. Bandala,Engr Jeremias Gonzaga,55599317400,57202288097,De La Salle University,De La Salle University,2018,,2-s2.0-85047773384,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-55599317400,AUID-57202288097
Laurence A.Gan Lim,Archie B. Maglaya,57189090241,6602321703,De La Salle University,De La Salle University,2018,,2-s2.0-85047773384,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57189090241,AUID-6602321703
Laurence A.Gan Lim,Nadine Adellia A. Ledesma,57189090241,8859630800,De La Salle University,De La Salle University,2018,,2-s2.0-85047773384,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57189090241,AUID-8859630800
Laurence A.Gan Lim,Ryan Rhay P. Vicerra,57189090241,55319953900,De La Salle University,De La Salle University,2018,,2-s2.0-85047773384,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57189090241,AUID-55319953900
Laurence A.Gan Lim,Engr Jeremias Gonzaga,57189090241,57202288097,De La Salle University,De La Salle University,2018,,2-s2.0-85047773384,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-57189090241,AUID-57202288097
Archie B. Maglaya,Nadine Adellia A. Ledesma,6602321703,8859630800,De La Salle University,De La Salle University,2018,,2-s2.0-85047773384,"Computer Networks and Communications; Computer Science Applications; Human-Computer Interaction; Information Systems; Control and Optimization; Artificial Intelligence; Ecological Modeling; Management, Monitoring, Policy and Law",COMP; MATH; ENVI,AUID-6602321703,AUID-8859630800
