Source,Target,Type,Id,Label,timeset,Weight
John Raymound Lemuel Javier,Jocelynn Cu,Undirected,805,,,1
Baldip Bhuller,Arvin Medina,Undirected,806,,,1
Miguel Galace,Marlene De Leon,Undirected,807,,,1
Christian Paul Mirano,Christian Dione Bergantin,Undirected,808,,,1
Regine Danica Regino,Jonathan Audric Matias,Undirected,809,,,1
John Meynard Sanchez,Jay Chester Usero,Undirected,810,,,1
Raymund C. Sison,John Paul S. Guzman,Undirected,811,,,1
Nigel Roi Concepcion,Juan Miguel Ninobla,Undirected,812,,,1
Ronald John O. Cabatic,Ayman P. Cabotaje,Undirected,813,,,1
John Paul C. Vergara,Carlo D. Mendoza,Undirected,814,,,1
Roberto Legaspi,Danny Cheng,Undirected,815,,,1
John Paul V. Guim,Jane D. Palacio,Undirected,816,,,1
Jorge Gil Angeles,Almie Carajay,Undirected,817,,,1
Richard Bryann L. Chua,Berwin Jarret T. Yu,Undirected,818,,,1
Joshua Dizon,Henry N. Adorna,Undirected,819,,,1
Teresita C. Limoanco,John Paul S. Guzman,Undirected,820,,,1
Emmanuel Jon A.Â Magdaluyo,Andrei D.Â Coronel,Undirected,821,,,1
Marie Yvette de Robles,Adrian John Biton,Undirected,822,,,1
Rommel P. Feria,Annette G. Lagman,Undirected,823,,,1
Marc Angelo P. Martinez,Art Maco T. Del Rosario,Undirected,824,,,1
Jay Chester Usero,Drew Dolot,Undirected,825,,,1
Mauro Edmund Arce,Lawrence Yap,Undirected,826,,,1
Kim Christian T. Cubillan,Heinrich Von P. Woogue,Undirected,827,,,1
Nestine Hope S. Hernandez,George C. Cabarle,Undirected,828,,,1
Sun Arthur Ojeda,Bianca Camille Silmaro,Undirected,829,,,1
Sun Arthur Ojeda,Geoffrey Solano,Undirected,830,,,1
Ronald Pascual,Juan Miguel Ninobla,Undirected,831,,,1
Ricardo Q. Camungao,Bartolome T. Tanguilig III,Undirected,832,,,1
Edlen Mari Sanchez,Christian Philip Gelera,Undirected,833,,,1
Eduardo R. Mendoza,Carlene P.C. Pilar-Arceo,Undirected,834,,,1
Ronald Pascual,David Joseph Catemprate,Undirected,835,,,1
Ray Carlo AÃ±onuevo,Miguel Mercado,Undirected,836,,,1
John Lawrence PeÃ±afiel,Jeno Paolo Rigor,Undirected,837,,,1
Nethania Katrina Surtida,Andrei D. Coronel,Undirected,838,,,1
Joanna Pauline Rivera,Clement Ong,Undirected,839,,,1
Maria Art Antonette ClariÃ±o,Eliezer A. Albacea,Undirected,840,,,1
Ricco Laxamana,Edward Tighe,Undirected,841,,,1
Ma. Regina Estuar,Jan Nicole Domingo,Undirected,842,,,1
Joshua Dizon,Jean Malolos,Undirected,843,,,1
Vermille Ann T. Saw,Leona Jean A. Lao,Undirected,844,,,1
Ma. Regina Estuar,John Cliford Rosales,Undirected,845,,,1
Roger Luis Uy,Rafael A. Cabredo,Undirected,846,,,1
Miguel Mercado,Fernito Llanita,Undirected,847,,,1
Vileser T. Naculangga,Erika Ritzelle P. Bondoc,Undirected,848,,,1
Macliing Gabriel Q. Aydinan,John Eric Z. Sy,Undirected,849,,,1
Kenneth Royce Brigola,Christine Joy Infante,Undirected,850,,,1
Jeno Paolo Rigor,Fili Emerson Chua,Undirected,851,,,1
Francis JonÂ Olaso,Cecil JoseÂ Delfinado,Undirected,852,,,1
Michelle Ormoc,Merlin Teodosia C. Suarez,Undirected,853,,,1
Neil Jonathan A. Joaquin,George C. Cabarle,Undirected,854,,,1
Katrina B. Gapuz,Ephraim D. Mendoza,Undirected,855,,,1
Renier G. Mendoza,Jayrah Bena E. RiÃ±on,Undirected,856,,,1
Mauro Edmund Arce,Marvin Limson,Undirected,857,,,1
Prinz Nikko C. Palahang,Lemuel Clark P. Velasco,Undirected,858,,,1
Pia Melissa M. Encarnacion,Andrei D. Coronel,Undirected,859,,,1
Nivea Jane Urdas,Drew Dolot,Undirected,860,,,1
Samantha G. Mallari,Eva R. Samillano,Undirected,861,,,1
Angelica H. Dela Cruz,Adrian Martin S. Sy,Undirected,862,,,2
Ricco Laxamana,Kevin Pagtakhan,Undirected,863,,,1
Katrina Joy M. Abriol-Santos,Joseph Anthony C. Hermocilla,Undirected,864,,,1
LawrenceÂ Miguel Antonio,Cecil JoseÂ Delfinado,Undirected,865,,,1
Fritz Kevin Flores,Arvin Medina,Undirected,866,,,1
Ma. Christina R. Aragon,Jerry Y. Hom,Undirected,867,,,1
Maristella Aquino,Kristine Mae M. Adlaon,Undirected,868,,,2
Ronald John O. Cabatic,Michael B. Simora,Undirected,869,,,1
Maria Art Antonette Clariâ€‹Ã±â€‹o,Katrina Joy Abriol-Santos,Undirected,870,,,1
Redan Benedict Alcaide,Allan A. Sioson,Undirected,871,,,1
Darren Josef M. Kho,Charl Amaba,Undirected,872,,,1
John Matthew Villaflores,Henry N. Adorna,Undirected,873,,,1
Nathalie Rose Lim-Cheng,Danny C. Cheng,Undirected,874,,,1
Jan Apolline Estrella,Christian Philip Gelera,Undirected,875,,,1
Rex Bringula,Daryll Santos,Undirected,876,,,1
Jan Renard L. Calalang,Benjamin Ryan B. Mendoza,Undirected,877,,,1
Ligaya Leah Figueroa,Harvey Ian Arbas,Undirected,878,,,1
Joshua CastaÃ±eda,Cedric Festin,Undirected,879,,,1
Ma. Mercedes T. Rodrigo,Larry Vea,Undirected,880,,,1
Ma. Regina Estuar,Irene Therese Bermejo,Undirected,881,,,1
Cedric Festin,Bryan Adam B. Tan,Undirected,882,,,1
Jheanel E. Estrada,Erika Ritzelle P. Bondoc,Undirected,883,,,1
Geronimo Miguel M.Â Mantes,Emmanuel Jon A.Â Magdaluyo,Undirected,884,,,1
Merlin Teodosia C. Suarez,Christine Joy Infante,Undirected,885,,,1
Carlo Marco S. Ortiz,Art Maco T. Del Rosario,Undirected,886,,,1
Sony Renz Manalo,Nathaniel Oco,Undirected,887,,,1
Roger Luis Uy,Brylle Joseph Quinto,Undirected,888,,,1
Kevin Villanueva,Charibeth Cheng,Undirected,889,,,2
Patrick Joseph M. Sadornas,Charibeth Cheng,Undirected,890,,,1
Gregory Cu,Fritz Kevin Flores,Undirected,891,,,1
Sahnir Yap,Ethel Ong,Undirected,892,,,1
Mark Isaiah Quevedo,Angie M. Ceniza,Undirected,893,,,1
Nathalie Rose Lim-Cheng,Angelyn Lao,Undirected,894,,,1
