Source,Target,Type,Id,Label,timeset,Weight
Nestor Michael C. Tiglao,Kenneth Ung,Undirected,6578,,,1
Richard Finkers,Mathieu Rouard,Undirected,6579,,,1
Lean Karlo S. Tolentino,Joyce Salita,Undirected,6580,,,1
Ertie Abana,Dennis Agpaoa,Undirected,6581,,,1
Patricia I. Rico,Eduardo V. Manalili,Undirected,6582,,,1
Febus Reidj G. Cruz,Earl Stephen Rey P. Montealegre,Undirected,6583,,,1
Philip Glaser,Lukas A. Mueller,Undirected,6584,,,1
Christian Earl J. Buna,Carlo T. Adug,Undirected,6585,,,1
Patrick KÃ¶nig,Mehmood Ghaffar,Undirected,6586,,,1
Jennifer C. Dela Cruz,Febus Reidj G. Cruz,Undirected,6587,,,1
Paul Emmanuel G. Empas,Eryk Dutkiewicz,Undirected,6588,,,1
Gian Paolo Mayuga,Edgardo G. Macatulad,Undirected,6589,,,1
Matthew Z. Marasigan,Lourdes R. Bulda,Undirected,6590,,,1
Michelle V. Japitana,Marlowe Edgar C. Burce,Undirected,6591,,,1
Robert Kerwin C. Billones,Justin Yollo C. Gonzales,Undirected,6592,,,1
Mary Jef Rose Orata,Benette P. Custodio,Undirected,6593,,,1
Macario O. Cordel II,Arren Matthew C Antioquia,Undirected,6594,,,1
Freyja Ivorie C. Miguel,Eunice Jerelle D. Tanglao,Undirected,6595,,,1
Jose Lorenzo S. Amarado,Eric B. Blancaflor,Undirected,6596,,,1
Ying Yi Hong,Peter Mark P. Buay,Undirected,6597,,,1
Christian Joseph Ronquillo,Alvin B. Culaba,Undirected,6598,,,1
Lean Karlo S. Tolentino,Angelo Maingat,Undirected,6599,,,1
Cedric Festin,Aaron Manaloto,Undirected,6600,,,1
Rowell Ray Lim Shih,Balint Baranyai,Undirected,6601,,,1
Geozza D. Tan,Charmaine A. Cruz,Undirected,6602,,,1
Florinda G. Vigonte,Cecilia J. Sabio,Undirected,6603,,,1
Isabel Austria,Ian Christian Fernandez,Undirected,6604,,,1
Menchie Miranda,Alonica Villanueva,Undirected,6605,,,2
Joseph Ian Q Blanco,Aaron I. RamÃ­rez,Undirected,6606,,,1
Pierre Carceller,Paul D. Shaw,Undirected,6607,,,1
Jannieca Camba,Jaime D.L. Caro,Undirected,6608,,,1
Leslyn Bonachita Reazol,Erbeth Gerald Delvo,Undirected,6609,,,1
Ethel Chua Joy Ong,Beatrismariell Choo,Undirected,6610,,,1
Angelique Mae Alconera,Alyssa Jean A. Portus,Undirected,6611,,,1
Jose Paolo O. Lojo,Alec Francisco C. Garces,Undirected,6612,,,1
Elmer P. Dadios,Antipas T. Teologo,Undirected,6613,,,1
Tomm Kenzo Dolores,Lia Sophia San Miguel,Undirected,6614,,,1
Daniel Marc G. Dela Torre,Ayin M. Tamondong,Undirected,6615,,,1
Paul G. Garcia,Dario H. Galeon,Undirected,6616,,,1
Sheena Lyn A. Sarimos,Jesse Michael E. Baltazar,Undirected,6617,,,2
Guilhem SempÃ©rÃ©,Angel Manica Raquel,Undirected,6618,,,1
Marc Driz Rosales,Arlo Ricardo Sanico,Undirected,6619,,,1
Kristina Ticman,Ivy Elaine A. Cadalzo,Undirected,6620,,,1
N. Oliver,Christopher T. Que,Undirected,6621,,,1
Rhenz Patrick G. Real,Edison A. Roxas,Undirected,6622,,,1
Guillaume Bauchet,Bruno Vasques Costa,Undirected,6623,,,1
G. Maniacup Michael Anthony,A. Saguiguit Aldwin,Undirected,6624,,,1
Karl Jason B. Manait,Dustin Jones L. Guzman,Undirected,6625,,,1
Patrick KÃ¶nig,Nicolas Morales,Undirected,6626,,,1
Gabrielle Francesca Y. Domingo,Ara Jyllian A. Abello,Undirected,6627,,,1
Jennifer C. Dela Cruz,Jason J. Labaclado,Undirected,6628,,,1
Irvin Van Bolo,Charleston Dale M. Ambatali,Undirected,6629,,,1
Michael T. Garcia,Michael L. Tee,Undirected,6630,,,1
Renann G. Baldovino,Albert R. Ponce,Undirected,6631,,,2
Francis Bien Jan Viernes,Chynna Julia Cordevilla,Undirected,6632,,,1
Rhen Anjerome R. Bedruz,John Anthony C. Jose,Undirected,6633,,,2
Mark Lester S. Millan,Angelo J. Mora,Undirected,6634,,,1
Rommel M. Anacan,Eduardo E. Punto,Undirected,6635,,,1
Juho Kim,Chat Wacharamanotham,Undirected,6636,,,1
Stephenn L. Rabano,Edwin J. Calilung,Undirected,6637,,,1
Melvin K. Cabatuan,Kevin James C. Ang,Undirected,6638,,,1
Lovely Mae F. Lawas,Dirk K. Hincha,Undirected,6639,,,2
Jypzie M. Catedrilla,Josephine M. de la Cuesta,Undirected,6640,,,2
Kristina Ticman,Charmaine A. Cruz,Undirected,6641,,,1
Josuel Racca,John Robert Mendoza,Undirected,6642,,,1
Leonardo Valiente,Ivan Hur Y. Tacderas,Undirected,6643,,,1
Raymond R. Tan,Kathleen B. Aviso,Undirected,6644,,,13
Richard Guinto,Cedric Angelo M. Festin,Undirected,6645,,,1
Marie AngÃ©lique Laporte,Gordon Stephen,Undirected,6646,,,1
Jimwell L. Soliman,Aristotle T. Ubando,Undirected,6647,,,3
Lawrence S. Chua,Elmer R. Magsino,Undirected,6648,,,1
Laurence A. Gan Lim,Eric Camilo R. Punzalan,Undirected,6649,,,1
Maria Theresa De Leon,Arlo Ricardo Sanico,Undirected,6650,,,1
Iole Geil Vengco,Hannah Tricia Regoniel,Undirected,6651,,,1
Nelson Buntimil Arboleda,Melanie Y. David,Undirected,6652,,,3
Therese Anne M. Rollan,Ransie Joy A. Apura,Undirected,6653,,,2
Ivan Darren J. Evangelista,Engr Leonard U. Ambata,Undirected,6654,,,1
Charles B. Felix,Argel A. Bandala,Undirected,6655,,,1
Toby Bi,Stuart G. Murdoch,Undirected,6656,,,1
Keith Louise Salazar,Jessica Velasco,Undirected,6657,,,1
Ronel Vincent Vistal,Matthew Johnson,Undirected,6658,,,1
Rafael Abbeloos,Grzegorz Uszynski,Undirected,6659,,,1
Rowel O. Atienza,Kristine Faith Javier Roque,Undirected,6660,,,1
Mariella P. Buot,Jemimah A. Padilla,Undirected,6661,,,1
Joaquin Lorenzo Valmoria Moreno,Aristotle T. Ubando,Undirected,6662,,,2
Romeo Teruel,Julien L. Carandang,Undirected,6663,,,1
Romeo Q. Tolentino,Joseph D. Retumban,Undirected,6664,,,1
Pierre Carceller,Clay Birkett,Undirected,6665,,,1
Jan E. Leach,Gabriel Zhou,Undirected,6666,,,1
Jasmin D. Raca,Charles Patrick C. Andres,Undirected,6667,,,1
Marilou N. Jamis,Annaliza E. Catacutan-Bangit,Undirected,6668,,,1
Michael Jay C. De Castro,Madhavi Devaraj,Undirected,6669,,,1
Uichin Lee,Kyoungwon Seo,Undirected,6670,,,1
Leandro Alberto,Jerome Bryan Liwanag,Undirected,6671,,,1
Renz Honey R. Rodriguez,Joseph C. Nalunat,Undirected,6672,,,1
Argel A. Bandala,Allimzon M. Lim,Undirected,6673,,,1
Mengvi P. Gatpandan,Joel B. Mangaba,Undirected,6674,,,1
Jose Emmanuel D. Ignacio,John Peter L. Lacaden,Undirected,6675,,,1
Jennifer C. Dela Cruz,Gethsemane Achaia B. Reyes,Undirected,6676,,,1
Jay Robert B. Del Rosario,Don Emmanuel S. Santamaria,Undirected,6677,,,1
John Mark G. Payawal,Febus Reidj G. Cruz,Undirected,6678,,,1
Tita R. Herradura,Joel P. Ilao,Undirected,6679,,,1
Jessica Velasco,Cherry G. Pascion,Undirected,6680,,,1
Guillaume Cornut,Evangelia Papoutsoglou,Undirected,6681,,,1
Joseph Jessie S. Onate,Arvic S. Babol,Undirected,6682,,,1
Nestor Michael C. Tiglao,Lea B. Tumabotabo,Undirected,6683,,,1
Paul Anthony T Sevilla,Jerome T. Marasigan,Undirected,6684,,,1
Eunice Sari,Chat Wacharamanotham,Undirected,6685,,,1
Rafael Abbeloos,Guillaume Bauchet,Undirected,6686,,,1
Puthick Hok,David A. Lyon,Undirected,6687,,,1
Karlo Felipe D.L. Molato,Jesse Daniel A. Santos,Undirected,6688,,,1
Minie Rose C Lapinid,Jovito C. Anito,Undirected,6689,,,2
Joshua Manto,Fritz Kevin Flores,Undirected,6690,,,1
Jayvee Christopher N. Vibar,Ariel Sison,Undirected,6691,,,2
Mary Jane C. Samonte,Gwynel Daniel V. Sambile,Undirected,6692,,,1
Josephine S. Dela Cruz,Alvin R. Malicdem,Undirected,6693,,,1
Ezekiel Karl A. Cotoco,Alvin B. Culaba,Undirected,6694,,,1
Lawrence S. Chua,Jan Vincent L Gepaya,Undirected,6695,,,1
Xedret Jan M. Tan,Loraine L. Lucenara,Undirected,6696,,,1
Sheena B. CaÃ±edo,Joel I. Miano,Undirected,6697,,,1
Patrick G. Ramos,Mikko S. Jandumon,Undirected,6698,,,1
Nicolas Morales,Jack Elendil B. Lagare,Undirected,6699,,,1
Matthias Lange,Evangelia Papoutsoglou,Undirected,6700,,,1
Mark Sueden Lyle Y. Magtalas,Julius Caezar L. Aves,Undirected,6701,,,1
Markdy Y. Orong,Ariel Sison,Undirected,6702,,,2
Ramon Rodriguez,Juan Miguel P. Dela Cruz,Undirected,6703,,,1
Julita Robles,Jason M Dy Perez,Undirected,6704,,,1
Marielle Anne Roque,Lawrence Y. Materum,Undirected,6705,,,1
Naymesh Mistry,Mathieu Rouard,Undirected,6706,,,1
Febus Reidj G. Cruz,Ariel Bastian C. Karganilla,Undirected,6707,,,1
Mehmood Ghaffar,Guilhem SempÃ©rÃ©,Undirected,6708,,,1
Maria Michaela A Gonzales,Edwin R. Abucay,Undirected,6709,,,1
Peter Selby,Gordon Stephen,Undirected,6710,,,1
John Christopher D. Castillo,Jamie Mitchelle A. Soltez,Undirected,6711,,,2
Stanley Glenn E. Brucal,Aaron Don M. Africa,Undirected,6712,,,1
Nicolas Morales,Bruno Vasques Costa,Undirected,6713,,,1
Kenji Doi,Aristotle T. Ubando,Undirected,6714,,,1
Analyn N. Yumang,Alyssa Xyra C. Quiming,Undirected,6715,,,1
Martin Basterrechea Salido,Abhishek Rathore,Undirected,6716,,,1
Star Yanxin Gao,Matthias Lange,Undirected,6717,,,1
Mark Angelo Gomez,John Stephen Cruz,Undirected,6718,,,1
Joel G. Amora,Jocelyn Flores Villaverde,Undirected,6719,,,1
Juan Miguel Ninobla,David Joseph Catemprate,Undirected,6720,,,1
Renann G. Baldovino,Raphael Benedict G. Luta,Undirected,6721,,,4
Clarysabel Tovar,Brian Pearce,Undirected,6722,,,1
Rosula Reyes,John Paul Mandap,Undirected,6723,,,1
Paulo Noel G. Paje,Annette G. Lagman,Undirected,6724,,,1
Roi Jed L. Palcon,Randolph Jay P. Obias,Undirected,6725,,,1
Nadine Frisnedi,Jennifer Dela Cruz,Undirected,6726,,,1
Kristina Cordero-Bailey,Eileen L. PeÃ±aflor,Undirected,6727,,,1
Yun Sup Lee,Aaron Jan Baldomar,Undirected,6728,,,1
Rico Jossel Mindoro Maestro,Levi Klein Marifosque,Undirected,6729,,,1
Mahrife M. Panopio,Alfred Angelo C. Urlanda,Undirected,6730,,,1
Valentin Guignon,Star Yanxin Gao,Undirected,6731,,,1
Nerisse Gen P. Isada,Jennifer C. Dela Cruz,Undirected,6732,,,1
John Russel Macatangay,Adam Hans Dayao,Undirected,6733,,,1
Jay Nickson T. Tabing,Carl Vincent S. Precilla,Undirected,6734,,,1
Xiangrong Liu,Ren Tristan dela Cruz,Undirected,6735,,,1
Clay Birkett,Clarysabel Tovar,Undirected,6736,,,1
Jan Chester Chua,Angelo Loveranes,Undirected,6737,,,1
John Jomel O. Pangilinan,Charmaine C. Paglinawan,Undirected,6738,,,1
Ma Faith S. Algaba,Joel M. Bawica,Undirected,6739,,,1
Masahiko Tani,Karl Cedric Gonzales,Undirected,6740,,,1
Justin David Pineda,Adrian Tobias,Undirected,6741,,,1
Jerome Bryan Liwanag,Gilfred Allen Madrigal,Undirected,6742,,,1
Neriza V. Bustillo,Joseph Kristian Reyes,Undirected,6743,,,1
Kevin C. Henson,Jan Renard L. Calalang,Undirected,6744,,,1
Gerard Ely U. Faelden,Elmer P. Dadios,Undirected,6745,,,10
Lyndon Tuala,Jean Wilmar Alberio,Undirected,6746,,,1
Viana C. Calaminos,Nahuel Soldevilla,Undirected,6747,,,1
Roscoe Seth A. Aquino,John Raphael B. Cruz,Undirected,6748,,,1
Rommel Monsayac,Justine Beano,Undirected,6749,,,1
Jan Erik Backlund,Dave Matthews,Undirected,6750,,,1
Louis Poblete AlarcÃ³n,Ken Bryan F. Fabay,Undirected,6751,,,1
Jessie R. Balbin,Ivan Hur Y. Tacderas,Undirected,6752,,,1
Judith J. Azcarraga,John Philips Nufable,Undirected,6753,,,1
T. Ticman,Charmaine A. Cruz,Undirected,6754,,,1
Uwe Scholz,Rafael Abbeloos,Undirected,6755,,,1
Maria Theresa De Leon,Marc Driz Rosales,Undirected,6756,,,6
Michelle Ormoc,Mauro Edmund Arce,Undirected,6757,,,1
Qi Sun,Omar E. Benites-Alfaro,Undirected,6758,,,1
Patrick G. Ramos,Edmon O. Fernandez,Undirected,6759,,,1
Lorenzo Mari A Mapili,Emmett N. Young,Undirected,6760,,,1
Michael Angelo Esporlas,Issac Victor Llapitan,Undirected,6761,,,1
Ryan Richard Guadana,Raylene Caviles,Undirected,6762,,,1
Jayantha Katupitya,Alvin Y. Chua,Undirected,6763,,,1
Erovita T.B. Agustin,Darin J.C. Tindowen,Undirected,6764,,,1
Manuel C. Ramos,Angelo Nikko Catapang,Undirected,6765,,,1
Raylene Caviles,Annaliza E. Catacutan-Bangit,Undirected,6766,,,1
Richard Finkers,Cyril Pommier,Undirected,6767,,,1
Jenard A. Napolis,Franklin Oliva,Undirected,6768,,,1
Ethel Ong,Alden Luc R. Hade,Undirected,6769,,,1
Roselle S. Basa,Cecilio Dela Cruz,Undirected,6770,,,1
Julius Caezar L. Aves,Geozza D. Tan,Undirected,6771,,,1
Vance Anthony Mendez Coronel,Louis Poblete AlarcÃ³n,Undirected,6772,,,1
Nestor Michael C. Tiglao,Joel Joseph S. Marciano,Undirected,6773,,,1
Paul D. Shaw,Jack Elendil B. Lagare,Undirected,6774,,,1
Elmer P.Dadios Gokongwei,Alvin B. Culaba,Undirected,6775,,,1
Edwin Sybingco,Alyssa Raphaella G. Lim,Undirected,6776,,,1
Mary Jane C. Samonte,Bryan Angelo U. Yaneza,Undirected,6777,,,1
Sang N. Le,Kok-Lim Low,Undirected,6778,,,1
J. C. Pena,E. S. Virrey,Undirected,6779,,,1
Lorenz F. Oripaypay,Christel Evance V. Lopez,Undirected,6780,,,1
Alec Denji S. Santos,Adrian Robert J. Doroteo,Undirected,6781,,,1
Valynn Katrine Mag-usara,Miguel Bacaoco,Undirected,6782,,,1
Reinhard Simon,Clay Birkett,Undirected,6783,,,1
Ivan Marc H. Escamos,Edwin R. Abucay,Undirected,6784,,,3
Lorenzo Mari A Mapili,Juan Raphael M Cornejo,Undirected,6785,,,1
Jaimie Bringas,Charisse Hong,Undirected,6786,,,1
John Paul Samarista,John Amos Tan,Undirected,6787,,,1
Mary Ann Constante,Janette Salvatus,Undirected,6788,,,1
Jayson P. Rogelio,Francisco Emmanuel T. Munsayac,Undirected,6789,,,2
Troy Cedric S. Tagulao,Marco Leo L. Lucero,Undirected,6790,,,1
Wes Vernon V. Lofamia,Bernard Raymond D. Pelayo,Undirected,6791,,,1
Nicole Bugayong,Monica Moreno,Undirected,6792,,,1
Reiichiro Christian S. Nakano,Elmer P. Dadios,Undirected,6793,,,10
Patrice Abbie D Legaspi,Kevin K. Khan,Undirected,6794,,,1
Roger Jayson M. Mendez,Christian Rodel V. Lontoc,Undirected,6795,,,1
John Raymound Lemuel Javier,Catherine Mae PeÃ±a,Undirected,6796,,,1
Reggie C. Gustilo,Kichie Matsuzaki,Undirected,6797,,,3
Jona Joyce S. San Pascual,Deanne Moree C. Chan,Undirected,6798,,,1
Francisco Miguel B. Felicio,Ellen Mae C. Leonardo,Undirected,6799,,,2
Jason Haga,Jan E. Leach,Undirected,6800,,,1
Ellouise F. Mendoza,Dan Jerahmeel F. Rabino,Undirected,6801,,,1
Ruji P. Medina,Rogelio O. Badiang,Undirected,6802,,,1
Paolo Miguel C. Villegas,Angio Gabriel D. Santos,Undirected,6803,,,1
Rose Ann Peji,Joel M. Bawica,Undirected,6804,,,1
Ryan Vinluan,Lizbeth A. Mariano,Undirected,6805,,,1
Omar E. Benites-Alfaro,Mathieu Rouard,Undirected,6806,,,1
Guillaume Bauchet,Angel Manica Raquel,Undirected,6807,,,1
Tyrone Kent L. Pastoril,Glenn V. Magwili,Undirected,6808,,,1
Janssen Jeremy D. Co,Janela Assumpta L. Angeles,Undirected,6809,,,1
Mark Joshua Ordinario,Emilio Brando Villagomez,Undirected,6810,,,1
Robert Kerwin C. Billones,Madon L. Arcega,Undirected,6811,,,1
Syed Ishtiaque Ahmed,Mary Claire Barela,Undirected,6812,,,1
John Eddie D. Macias,Erika Ritzelle P. Bondoc,Undirected,6813,,,3
Patrick Von Angelo V. Atienza,Patrick T. Lo,Undirected,6814,,,1
Robert Kerwin C. Billones,Mark Lorenze Torregoza,Undirected,6815,,,1
Mary Grace Ann C. Bautista,Edwin Sybingco,Undirected,6816,,,2
Ria Rodette G De La Cruz,Charles Vincent M Vera Cruz,Undirected,6817,,,1
Star Yanxin Gao,Ricardo H. RamÃ­rez-GonzÃ¡lez,Undirected,6818,,,1
Miguel Bacaoco,Horace Andrew Husay,Undirected,6819,,,1
P. Dadios Elmer,C. Oreta Andres Winston,Undirected,6820,,,1
Nicolas Morales,Brian Pearce,Undirected,6821,,,1
Eloise P. Anguluan,Arnel A. Salvador,Undirected,6822,,,1
Patrick KÃ¶nig,Iain Milne,Undirected,6823,,,1
Walfrido David Diy,Lean Rimes Sarcilla,Undirected,6824,,,1
Roland V. Sarmago,Arnel A. Salvador,Undirected,6825,,,3
Ria Mae Borromeo,Mehrdad Farokhnejad,Undirected,6826,,,1
Rheaxena C. Gorres,Edward A. Fernandez,Undirected,6827,,,1
Ronald M. Pascual,Ayman P. Cabotaje,Undirected,6828,,,1
Kimberly Aying,Eduardo Piedad,Undirected,6829,,,1
Meo Vincent C. Caya,Jocelyn Flores Villaverde,Undirected,6830,,,1
Jose Rafael Lasala,Divine kia T. Tan,Undirected,6831,,,1
Angelyn Lao,Andrew Laron,Undirected,6832,,,1
Shermaine Sy,Gian Carlo Roxas,Undirected,6833,,,1
Ryan Rhay P. Vicerra,Jason Patrick L. Hernandez,Undirected,6834,,,1
Nickolai Alexandrov,Manuel Ruiz,Undirected,6835,,,1
Pierre Larmande,Mathieu Rouard,Undirected,6836,,,1
Reiichiro Christian S. Nakano,Jose Martin Z. Maningo,Undirected,6837,,,8
Ivan Marc H. Escamos,Gillian Katherine L. Inciong,Undirected,6838,,,3
Joshua S. Gulmatico,Jennalyn G. Nicolas-Mindoro,Undirected,6839,,,1
Riggs Anton D. Alvarico,Lemmuel L. Tayo,Undirected,6840,,,2
Levi Klein Marifosque,Jessica Palafox,Undirected,6841,,,1
Mehmood Ghaffar,Kelly Robbins,Undirected,6842,,,1
Kyle Darryl T. Aguilar,Isidro Antonio V. Marfori,Undirected,6843,,,1
Rey Rusty A. Quides,Al Jayson G. Songcuan,Undirected,6844,,,1
Yves Lean Krishner Bautista Macayana,Louis Poblete AlarcÃ³n,Undirected,6845,,,1
Reagan L. Galvez,Gerard Ely U. Faelden,Undirected,6846,,,1
Verna Katrin J. Puebla,Johaira M. Maute,Undirected,6847,,,1
Frances Mikaela L. Agasino,Buenaflor Chudel Ann M. Tolentino,Undirected,6848,,,1
Ryan Rhay P. Vicerra,Neal Peralta,Undirected,6849,,,1
Michael Angelo D. Brogada,Ariel Sison,Undirected,6850,,,1
Gundelina S. Chua,Elmer P. Dadios,Undirected,6851,,,1
Michael Sy,Alexander C. Abad,Undirected,6852,,,1
Olga Joy L. Gerasta,Johaira M. Maute,Undirected,6853,,,1
Lorenzo P. Lopez,Gabriela L. Santos,Undirected,6854,,,1
Marytamar Tan,Jo Ann V. Magsumbol,Undirected,6855,,,1
Justine Caesar C. Ferrer,Froilan E. De Guzman,Undirected,6856,,,1
Rommel P. Feria,Jasmine Mae M Tolentino,Undirected,6857,,,1
Gian Paolo O. Bernardo,Aristotle T. Ubando,Undirected,6858,,,1
Lorenzo Javier Reyes,Ivan Joseph Valdez,Undirected,6859,,,1
Justin Marie T. Cuizon,Dennis Anthony A. Kilongkilong,Undirected,6860,,,1
Francis George C. Cabarle,Defu Zhang,Undirected,6861,,,1
Richard Finkers,Grzegorz Uszynski,Undirected,6862,,,1
Renann G. Baldovino,Mark Joshua Lvelasco,Undirected,6863,,,1
Richard Finkers,Reinhard Simon,Undirected,6864,,,1
Reginald Jay L. Argamosa,Khristoffer Ryan F Quinton,Undirected,6865,,,1
Micaela Joyce Oledan,Lean Karlo S. Tolentino,Undirected,6866,,,1
Maricar S. Prudente,Denis Dyvee R. Errabo,Undirected,6867,,,1
Macario O. Cordel II,Clifford Austin Dy,Undirected,6868,,,1
Naizmith Zorell T. Gonda,Frances Mikaela L. Agasino,Undirected,6869,,,1
Charles Jansen Ignacio,Andrei D. Coronel,Undirected,6870,,,1
Eliseo Q. Ramirez,Amiel Ross H. Encina,Undirected,6871,,,1
V. Toccafondo,M. N. Malik,Undirected,6872,,,1
Jorge Gil Angeles,Jaime Samaniego,Undirected,6873,,,1
Stuart G. Murdoch,Hoan Pham,Undirected,6874,,,1
Renann G. Baldovino,Nilo T. Bugtai,Undirected,6875,,,16
Uziel Rein Agub,Justine Beano,Undirected,6876,,,1
Lorenz Albert B. Domingo,Glenn O. Avendano,Undirected,6877,,,1
Kelvin C. BuÃ±o,Francis George C. Cabarle,Undirected,6878,,,5
Remartin S. Maglantay,Gharry M. Bathan,Undirected,6879,,,1
Jason Haga,Beth Plale,Undirected,6880,,,1
Thippaya Chintakovid,Ellen Yi Luen Do,Undirected,6881,,,1
Ralph Joseph Sucayre,Navdeep Singh Gora,Undirected,6882,,,1
Lindsay Triplett,Alexis Dereeper,Undirected,6883,,,1
Macario O. Cordel II,Carlo Migel Bautista,Undirected,6884,,,1
Elmer P. Dadios,Argel A. Bandala,Undirected,6885,,,64
Ryndel V. Amorado,Ariel Sison,Undirected,6886,,,1
Star Yanxin Gao,Clarysabel Tovar,Undirected,6887,,,1
Philippe Tingzon,Arnel A. Salvador,Undirected,6888,,,1
Rhia Trogo,Merlin Teodosia C. Suarez,Undirected,6889,,,1
Justine Mae D. Lopena,Glenn V. Magwili,Undirected,6890,,,1
Marivic S. Tangkeko,Lissa Andrea K. Magpantay,Undirected,6891,,,1
John Gideon R. Sih,Eduard James S. Ramos,Undirected,6892,,,1
Michelle P. Banawan,Marika Gianina Fernandez,Undirected,6893,,,1
Patrick Eugene S. Pascual,Gio Francis Z. Tolentino,Undirected,6894,,,1
Trevor Rife,Matthias Lange,Undirected,6895,,,1
Selwyn Lao,Christine Joy T. Dinio,Undirected,6896,,,1
Patrick Kenneth Yambao,John Anthony C. Jose,Undirected,6897,,,1
Rm Layes,D. Saldua,Undirected,6898,,,1
Leila Yasmin C. Young,Floyd Robert C. Dim,Undirected,6899,,,1
Michelle P. Banawan,Marie Rianne M. Caparros,Undirected,6900,,,1
Ricardo H. RamÃ­rez-GonzÃ¡lez,Pierre Carceller,Undirected,6901,,,1
E. M. TaÃ±ada,D. G. Dela Torre,Undirected,6902,,,1
Gabriel Edwin F. Santiago,Dominique T. Daval-Santos,Undirected,6903,,,1
Roi Jed L. Palcon,Manolito V. Octaviano,Undirected,6904,,,1
Jo Shu Chang,Gian Paolo O. Bernardo,Undirected,6905,,,1
Jennifer C. Dela Cruz,Geraldo C. Talisic,Undirected,6906,,,1
Kristine Ma Dominique F Kalaw,Jenina L. Chua,Undirected,6907,,,1
Rogemar Mamon,Matt Davison,Undirected,6908,,,1
Michelle Nicole B. De Guzman,Edward N. Cruz,Undirected,6909,,,1
Jose Bienvenido Manuel M. Biona,Andres Philip Mayol Mechanical,Undirected,6910,,,1
Russell John Laranang,Glenn V. Magwili,Undirected,6911,,,1
Melvin K. Cabatuan,Julien L. Carandang,Undirected,6912,,,1
Ma. Mercedes T. Rodrigo,Ma Regina M. Hechanova,Undirected,6913,,,1
Paul Augustine B. Ingatan,Nicko D. Casi,Undirected,6914,,,1
Edwin Sybingco,Arvin H. Fernando,Undirected,6915,,,1
Kunalan Ratharanjan,Beth Plale,Undirected,6916,,,1
Raymond R. Tan,Aileen H. Orbecido,Undirected,6917,,,1
Sheena Lyn A. Sarimos,Mely V. Llano,Undirected,6918,,,2
Rafael Abbeloos,Naymesh Mistry,Undirected,6919,,,1
Louis Poblete AlarcÃ³n,Kate Kristian M. Olasiman,Undirected,6920,,,1
Ma Luisa D. Enriquez,Jose Santos R. Carandang VI,Undirected,6921,,,1
Peter Selby,Ivan Perez-Masias,Undirected,6922,,,1
Viana C. Calaminos,Cyril Pommier,Undirected,6923,,,1
Neil P. Balba,Gerby R. Muya,Undirected,6924,,,1
Gil C. Claudio,Chao Ping Hsu,Undirected,6925,,,1
Marineil C. Gomez,Irah Nathanne D. Tiburcio,Undirected,6926,,,1
Gervin Ernest C. Guevarra,Carl Michael O. Sy,Undirected,6927,,,1
Joseph Daniel Dantes,Armando Celso,Undirected,6928,,,1
Rom Vincent S. Chan,Mikko Ivan D. Avilledo,Undirected,6929,,,2
Timothy M. Amado,Teodinis P. Garcia,Undirected,6930,,,1
Jessica Palafox,Chris Vincent Jagunap Densing,Undirected,6931,,,1
Mary Claire Barela,Joel S. Marciano,Undirected,6932,,,1
Rhenz Patrick G. Real,Dan Jerahmeel F. Rabino,Undirected,6933,,,1
Xia Li,Ellen Zuther,Undirected,6934,,,1
Sequoia Beckman,Hilary Martinez,Undirected,6935,,,1
Fatima Suzanne G. De Villa,Cedric Festin,Undirected,6936,,,1
Shielo Baes Namuco,Mark Jayson B. Felix,Undirected,6937,,,1
Sean Christian Bermudez,Clarissa Jane Mesias,Undirected,6938,,,1
Matthew Edward M. Fernandez,Albert A. Matias,Undirected,6939,,,1
Mideth Abisado,John Mark V. Cipriano,Undirected,6940,,,1
Engr Arvin H. Fernando,Archie B. Maglaya,Undirected,6941,,,1
Rojay Flores,Francis Jerric Candido,Undirected,6942,,,1
Joy Nathalie M Avelino,Jaime D.L. Caro,Undirected,6943,,,1
Renann G. Baldovino,Cayeton Ramos,Undirected,6944,,,1
Star Yanxin Gao,Jeremy D. Edwards,Undirected,6945,,,1
Cedric Angelo M. Festin,Augusto Remillano,Undirected,6946,,,1
Kyle Martin S. Ilagan,Katrina Richelle C. Monsale,Undirected,6947,,,1
Jessie R. Balbin,Charmaine C. Paglinawan,Undirected,6948,,,1
S. Y. Magtalas,J. L. Aves,Undirected,6949,,,1
Marilou N. Jamis,Jeremiah T. Malicdem,Undirected,6950,,,1
Rodolfo Raga Jr,Rodany A. Merida,Undirected,6951,,,1
Vhon Cedric S. Cua,Carlos Miguel A. Fausto,Undirected,6952,,,1
David S. Marshall,David S. Lebauer,Undirected,6953,,,1
Gordon Stephen,Dave Matthews,Undirected,6954,,,1
Sebastian Raubach,Qi Sun,Undirected,6955,,,1
Reagan L. Galvez,Arvin H. Fernando,Undirected,6956,,,1
Christine Diane Lim Ramos,Charibeth Cheng,Undirected,6957,,,1
Lhumen A. Tejano,Encarnacion Emilia S. Yap,Undirected,6958,,,1
Ronalaine T. Cutillon,Joel Joseph S. Marciano,Undirected,6959,,,1
Vincent I. Nworgu,Khrysielle Anne A. Manalo,Undirected,6960,,,1
Michael Sy,Elmer P. Dadios,Undirected,6961,,,1
Jayson P. Rogelio,Elmer P. Dadios,Undirected,6962,,,1
Tony Y. T. Chan,Edgar Bryan B. Nicart,Undirected,6963,,,1
