Source,Target,Type,Id,Label,timeset,Weight
Migo Andres Dancel,Allen Vincent Gonzales,Undirected,399,,,1
Roxanne A. Pagaduan,Rose Ann C. Gonzales,Undirected,400,,,1
Yoshifumi Kitamura,Akihiro Matsufuji,Undirected,401,,,1
Hazel A. Trapero,Cecilia B. LeaÃ±o,Undirected,402,,,2
Katsunobu Imai,Hajime Kaneko,Undirected,403,,,1
Bryan M. Yutuc,Benette P. Custodio,Undirected,404,,,1
Mike Gomez,John R. Dela Cruz,Undirected,405,,,1
Meo Vincent C. Caya,Jazhiel Y. Alolino,Undirected,406,,,1
Kristine Ma Dominique F Kalaw,John Paul Garcia,Undirected,407,,,1
Ronel Vincent Vistal,Josephine Dionisio,Undirected,408,,,1
Christian Quinzon,Christian Philip Gelera,Undirected,409,,,1
Leslyn Bonachita Reazol,Alrence Santiago Halibas,Undirected,410,,,1
Albert Dominic Caoile,Adrian Christian Uy,Undirected,411,,,1
Rafael Atillo Espiritu,Jose Bienvenido Manuel M. Biona,Undirected,412,,,1
Lliandhea C. Figueroa,Aaron Jeremy B. Darilag,Undirected,413,,,1
Royce B. Chua,Menchie Miranda,Undirected,414,,,1
Nathaniel J.C. Libatique,Gemalyn Abrajano,Undirected,415,,,1
Roselle Wednesday Gardon,Kardi Teknomo,Undirected,416,,,1
Ramon P. Tupaz,Madon L. Arcega,Undirected,417,,,1
Guilhem SempÃ©rÃ©,Chaitanya Sarma,Undirected,418,,,1
Ryan Albert Antonio,Chris Vincent Jagunap Densing,Undirected,419,,,1
Gio Vincent G. Moster,Arnold C. Paglinawan,Undirected,420,,,1
Pascal Neveu,David S. Lebauer,Undirected,421,,,1
Alexander A. Hernandez,Aiza M. Romano,Undirected,422,,,2
Kaye Vergel,Ellen Mae C. Leonardo,Undirected,423,,,1
Ramon Rodriguez,Cheryl Mari M. Isip,Undirected,424,,,1
Rafael Ventura,Alexa Ray R. Fernando,Undirected,425,,,1
Lejan Alfred C. Enriquez,Lean Karlo S. Tolentino,Undirected,426,,,1
Jose Ma Santiago,Jolene Valenzuela,Undirected,427,,,1
Ria Mae Borromeo,Behrooz Omidvar-Tehrani,Undirected,428,,,2
Ma Lourdes L. Mistal,Buyung Hadi,Undirected,429,,,1
Patrick KÃ¶nig,Jonathan Wren,Undirected,430,,,1
Nilo T. Bugtai,Homer S. Co,Undirected,431,,,2
Stanley Yu Galan,Aakov Dy,Undirected,432,,,1
Markkelvin See,Maria Antonette C. Roque,Undirected,433,,,1
P. Prasadini,L. Gatti,Undirected,434,,,1
Micaela Joyce Oledan,Christopher Buban,Undirected,435,,,1
Maria Antonette C. Roque,Marc Gelian E. Ante,Undirected,436,,,1
Reagan L. Galvez,Jose Martin Z. Maningo,Undirected,437,,,2
Rolando R. Fajardo,Mamerto T. Goneda,Undirected,438,,,1
Ian M. Delos Santos,David Randall T. Renes,Undirected,439,,,1
John Eric O. Chua,Elijah Ivin C. Cu,Undirected,440,,,1
Mark Angelo Gomez,Jean Wilmar Alberio,Undirected,441,,,1
Nilo M. Arago,Karl Ellois V. Ramirez,Undirected,442,,,1
Roger Luis Uy,Macario O. Cordel II,Undirected,443,,,1
R.W. Gardon,Kardi Teknomo,Undirected,444,,,1
Selwyn Jenson C. Lao,Renann G. Baldovino,Undirected,445,,,1
Tod Allman,Richard Denton,Undirected,446,,,1
Melannie B. Mendoza,Maecie Claire G. Rayo,Undirected,447,,,1
Elmer P. Dadios,Angelo Grace S. Dela Cruz,Undirected,448,,,1
Kunalan Ratharanjan,Alexis Dereeper,Undirected,449,,,1
Rosauro E. Manuel,Jeremy Adrian De Vera,Undirected,450,,,1
K. A. Tan,Aira Patrice R. Ong,Undirected,451,,,1
Romeo Teruel,Dennis S. Erasga,Undirected,452,,,1
John Stephen Cruz,Cherry G. Pascion,Undirected,453,,,1
Paola Jamie V. Uy,Jeffrey T. Macadangdang,Undirected,454,,,1
Joyce A. Balinquit,Jeremiah T. Malicdem,Undirected,455,,,1
Ryan Mina,Alvin Y. Chua,Undirected,456,,,1
Michael Joshua Ramos,Ethel Chua Joy Ong,Undirected,457,,,1
Rafael Atillo Espiritu,Al Rey C. Villagracia,Undirected,458,,,1
Cynthia F. Madrazo,Alvin B. Culaba,Undirected,459,,,3
Viana C. Calaminos,Maikel Verouden,Undirected,460,,,1
Pierre Larmande,Pierre Carceller,Undirected,461,,,1
Julie Ann Salido,Conrado Ruiz,Undirected,462,,,2
Michael Paul C. Gutierrez,Alexander Thomas B. Alonzo,Undirected,463,,,1
Levi Klein Marifosque,Denise Soriano,Undirected,464,,,1
Mayzonee Ligaray,Joseph T. Brascher,Undirected,465,,,1
Valentin Guignon,Nahuel Soldevilla,Undirected,466,,,1
Yu Wei Chang,Lhumen A. Tejano,Undirected,467,,,2
Thanatcha Panpairoj,Brandie Nonnecke,Undirected,468,,,1
Elmer Surat Estacio,Ameera Jose,Undirected,469,,,1
Novelle Anne Sinco,Lawrence Miguel Antonio,Undirected,470,,,1
Jennifer C. Ureta,Conrado R. Ruiz Jr,Undirected,471,,,1
Nilo T. Bugtai,Francisco Emmanuel T. Munsayac,Undirected,472,,,4
Jessanine C. Granada,Bernadine Franz A. Coloma,Undirected,473,,,1
Rex Aurelius Robielos,Karla Coleen A. Sambua,Undirected,474,,,1
Raymund Paolo B Abad,Jose Bienvenido M. Biona,Undirected,475,,,1
Phoebe Mae L. Ching,Elmer P. Dadios,Undirected,476,,,1
Jan Erik Backlund,David A. Lyon,Undirected,477,,,1
Micah Antoinette B. Antonio,Argel A. Bandala,Undirected,478,,,1
Khristoffer Ryan F Quinton,Jan Joseph V Dida,Undirected,479,,,1
David A. Lyon,Angel Manica Raquel,Undirected,480,,,1
P. J.Zeder Drilon,Neil P. Balba,Undirected,481,,,1
Marc Ericson Santos,Ma. Mercedes T. Rodrigo,Undirected,482,,,1
Nickolai Alexandrov,Beth Plale,Undirected,483,,,1
Sarah Alma P. Bentir,Glenn O. Avendano,Undirected,484,,,1
Ricardo H. RamÃ­rez-GonzÃ¡lez,Omar E. Benites-Alfaro,Undirected,485,,,1
Maria Antonette C. Roque,James Troy D. Mendoza,Undirected,486,,,1
John Arthur P. Hernan,Geoffrey A. Solano,Undirected,487,,,1
Robert Kerwin C. Billones,Julien L. Carandang,Undirected,488,,,1
Joseph Philip Fernan S. Gaston,Jarod V. Balo,Undirected,489,,,1
Jasmine Alviar,Czar Jakiri Soriano Sarmiento,Undirected,490,,,1
Marie Angelynne C. Fabro,Jocelyn Flores Villaverde,Undirected,491,,,1
Rizza T. Loquias,Nestor Michael C. Tiglao,Undirected,492,,,1
Zne Jung Lee,Wei Ping Ma,Undirected,493,,,1
Reinhard Simon,Philip Glaser,Undirected,494,,,1
Sandy C. Lauguico,Kimberly Joy D.Dela Cruz,Undirected,495,,,1
Ryan Rhay P. Vicerra,Karmelo Antonio Lazaro R. Carranza,Undirected,496,,,1
Jan E. Leach,Gaetan Droc,Undirected,497,,,1
Eula Fae D. Sola,Ben Hur S. Pintor,Undirected,498,,,2
Hilary Martinez,Andrew Lee,Undirected,499,,,1
Renann G. Baldovino,Gharry M. Bathan,Undirected,500,,,1
Toni Jan Keith Monserrat,Kazuyuki Fujita,Undirected,501,,,1
Philip Glaser,Omar E. Benites-Alfaro,Undirected,502,,,1
Yashmine Erika Saito,Nilo M. Arago,Undirected,503,,,1
S. S. Satapathy,P. Prasuna Rani,Undirected,504,,,1
Melvin K. Cabatuan,Jomar Kenneth Jolo,Undirected,505,,,1
Mary Agnes B Jardeleza,Jaime D.L. Caro,Undirected,506,,,1
Aria Buenaventura,Annelle R. Chua,Undirected,507,,,1
Mathieu Rouard,Guillaume Bauchet,Undirected,508,,,1
S. V.Krishna Jagadish,Joachim Kopka,Undirected,509,,,2
Edrick B. Cuevas,Daniel Patrick C. Marquez,Undirected,510,,,1
Lindsay Triplett,Jon Peter Perdon,Undirected,511,,,1
Andrzej Kilian,Abhishek Rathore,Undirected,512,,,1
Sabrinajane Ong,Danielle Grace Consignado,Undirected,513,,,1
David S. Lebauer,Andrzej Kilian,Undirected,514,,,1
P. Prasuna Rani,Ch Kranthi Kumar,Undirected,515,,,1
Fernando I. Ablaza,Bryan Paul L. Javier,Undirected,516,,,1
Yu Wei Chang,Encarnacion Emilia S. Yap,Undirected,517,,,1
Xing Gu,Rogemar Mamon,Undirected,518,,,1
Qi Sun,Puthick Hok,Undirected,519,,,1
Tobias Kretzschmar,Pierre Larmande,Undirected,520,,,1
Antonio Rafael Mina,Alvin B. Culaba,Undirected,521,,,1
Jayson Piquero,Alvin Y. Chua,Undirected,522,,,1
Marvin S. Verdadero,Jennifer C. Dela Cruz,Undirected,523,,,2
Keneth Sedilla,Christina Marie Moneda,Undirected,524,,,1
Judith J. Azcarraga,Francis Amoranto,Undirected,525,,,1
Sheena A. Lazam,Mark Noel L. Pereira,Undirected,526,,,1
Sean Christian Bermudez,Maria Araiza Alejandrino,Undirected,527,,,1
Lorenz Albert B. Domingo,Alexis L. Carreos,Undirected,528,,,1
Steven A. Tobilla,Joseph Bryan G. Ibarra,Undirected,529,,,1
Jasmine Alviar,Christopher Cruz,Undirected,530,,,1
Zarah Jean Diche,Cinmayii Manliguez,Undirected,531,,,1
Nathaniel J.C. Libatique,Aria Buenaventura,Undirected,532,,,1
Renann G. Baldovino,Francois S. Lao,Undirected,533,,,1
Merlin Teodosia C. Suarez,Kevin Pagtakhan,Undirected,534,,,1
Mia Shaira P. Estabillo,Charmaine A. Cruz,Undirected,535,,,2
Gabriel K. De Jesus,Carlo D. Mendoza,Undirected,536,,,1
Zhengjie Liu,Masitah Ghazali,Undirected,537,,,1
Richard Finkers,Omar E. Benites-Alfaro,Undirected,538,,,1
Ming Lang Tseng,Ling Ling Li,Undirected,539,,,2
Viana C. Calaminos,Bruno Vasques Costa,Undirected,540,,,1
Kennedy E. Espina,Jan Nicole Domingo,Undirected,541,,,1
Ryan Jeffrey P. Curbano,Janwill Cyril G. Caiga,Undirected,542,,,1
J. L. Aves,C. P. Dimalanta,Undirected,543,,,1
Natthaporn Pongtaveekan,Kowit Piyamongkala,Undirected,544,,,1
Wei Hsin Chen,Hideaki Kasai,Undirected,545,,,1
Renann G. Baldovino,Gregg R. Garcia,Undirected,546,,,1
Elizabeth Ann P. Prieto,Alexander De Los Reyes,Undirected,547,,,1
Monica Lian M. Boncolmo,Francis O. Santos,Undirected,548,,,1
Jocelynn Cu,Jian Michael Wu,Undirected,549,,,1
Ryan Richard H. Guadanaa,Johnwel Pius G. Amador,Undirected,550,,,1
Marc Driz Rosales,Gio Ishmael Evidente,Undirected,551,,,2
Ramil P. Mauleon,Jillian Lang,Undirected,552,,,1
Jucel Adelyn F. Tornea,Jessie R. Balbin,Undirected,553,,,1
Renann G. Baldovino,John R. Dela Cruz,Undirected,554,,,1
S. L. Taya,R. Omar,Undirected,555,,,1
Louis Poblete AlarcÃ³n,Chaim Louis Lodronio,Undirected,556,,,1
Neil Irwin Bernardo,Adrian Vidal,Undirected,557,,,1
Martin Ernesto L. Kalaw,Kathleen B. Aviso,Undirected,558,,,1
T. Obukhov,M. Lee,Undirected,559,,,1
Yogi Tri Prasetyo,Kristy Anne C. Topacio-Manalaysay,Undirected,560,,,1
John A. Molina,Denise Ann T. Tirthdas,Undirected,561,,,1
Mely V. Llano,Febus Reidj G. Cruz,Undirected,562,,,2
Masahiro Shioji,Hiroshi Kawanabe,Undirected,563,,,1
Genesis G. Esguerra,Berline Mae R. Mabanag Camba,Undirected,564,,,1
Jaderick P. Pabico,Arnold R. Salvacion,Undirected,565,,,1
Cynthia F. Madrazo,Charles B. Felix,Undirected,566,,,3
Justin Llyod Catapang,Emmanuelle Allyanna Manalili,Undirected,567,,,1
Ryan James Nicholai L Dizon,Ma Rosario Concepcion O. Ang,Undirected,568,,,1
Bobby D. Gerardo,Bartolome T. Tanguilig III,Undirected,569,,,1
Lorenzo Garcia,Goldwin Giron,Undirected,570,,,1
Manolito V. Octaviano,Joshua H. Manalansan,Undirected,571,,,1
Julie Anne O. Uywan,Analyn N. Yumang,Undirected,572,,,1
Robert Adrian Pajado,Chris Vincent Jagunap Densing,Undirected,573,,,1
Minie Rose C Lapinid,Gil Nonato C. Santos,Undirected,574,,,1
Yu Wei Chang,Fenny Crista A. Panjaitan,Undirected,575,,,1
Uwe Scholz,Lukas A. Mueller,Undirected,576,,,1
Rainier Ong,Kauthar Usop,Undirected,577,,,1
Thelma Domingo Palaoag,Neriza V. Bustillo,Undirected,578,,,1
Janina Angeli Ferrer,Dyan Veronica Bombais,Undirected,579,,,1
Mathieu Rouard,Grzegorz Uszynski,Undirected,580,,,1
Robert Kerwin C. Billones,Ramon P. Tupaz,Undirected,581,,,1
P. Prasuna Rani,G. G. Ponnurangam,Undirected,582,,,1
Alvin B. Culaba,Aaron Jules R. Del Rosario,Undirected,583,,,1
Zyrel Renzo Sanchez,Rico Jossel Maestro,Undirected,584,,,1
Vincent Louie L. Maglambayan,Maria Teresa R. Pulido,Undirected,585,,,1
Uwe Scholz,Clay Birkett,Undirected,586,,,1
Leandrew Miguel Guzman,Greco Gervin Cruz,Undirected,587,,,1
Ryan Rhay P. Vicerra,Rafael D. Rabacca,Undirected,588,,,1
Jun Rangie C. Obispo,Joshua C. Martinez,Undirected,589,,,1
Joshua S. Gulmatico,Jennifer B. Enriquez,Undirected,590,,,1
Leonardo Valiente,Jhohn Ramses B. Pelayo,Undirected,591,,,1
John Lawrence PeÃ±afiel,Fili Emerson Chua,Undirected,592,,,1
Leni C. Ebrada,Ferdinand G. Manegdeg,Undirected,593,,,1
Eloisa Anne B. Gervasio,Briane Paul V. Samson,Undirected,594,,,1
N. Oliver,Lorenzo P. Lopez,Undirected,595,,,1
John Stephen Cruz,Jessica Velasco,Undirected,596,,,1
Yves Lean Krishner Bautista Macayana,Marc Driz Rosales,Undirected,597,,,1
Joan Baez U Dimatira,Elmer P. Dadios,Undirected,598,,,1
Joseph Benjamin Ferrer,Christian Edensor Arbon,Undirected,599,,,1
Paul D. Shaw,Guillaume Cornut,Undirected,600,,,1
Neal Peralta,Joseph Rey Sta Agueda,Undirected,601,,,1
J. N. Velasco,E. E. Chua,Undirected,602,,,1
Jay Nickson T. Tabing,Allona Jane M. Nanoz,Undirected,603,,,1
Reiichiro Christian S. Nakano,Arvin H. Fernando,Undirected,604,,,1
Pierre Carceller,Gordon Stephen,Undirected,605,,,1
Denise Antoinette Banas,Benjamin Norbert Vitug,Undirected,606,,,1
J. L. Aves,D. G. Dela Torre,Undirected,607,,,1
Mark Jayson B. Felix,Joselito E. Muldera,Undirected,608,,,1
Rodney Karlo C. Pascual,John Christopher D. Castillo,Undirected,609,,,2
Guilhem SempÃ©rÃ©,Clarysabel Tovar,Undirected,610,,,1
Charmaine Rose S. Alcantara,Aaron Don M. Africa,Undirected,611,,,1
Neil Leander A. De Dios,Jessie R. Balbin,Undirected,612,,,1
L. Gatti,K. J. Ramohan Reddy,Undirected,613,,,1
Naymesh Mistry,Maikel Verouden,Undirected,614,,,1
Pocholo James M. Loresco,John Marcius M. Lopez,Undirected,615,,,1
Larry Vea,Cheryl Mari M. Isip,Undirected,616,,,1
Jarred Cheng,Bernard Chi,Undirected,617,,,1
Homer M. Pagkalinawan,Charmaine A. Cruz,Undirected,618,,,1
Joel P. Ilao,Gary Daniel G Yap,Undirected,619,,,2
Bryan B. Bartolome,Allan C. Taracatac,Undirected,620,,,2
Vincent D. Modrigo,Rommel M. Anacan,Undirected,621,,,1
Mark Joseph Ronquillo,Glen Charles Lopez,Undirected,622,,,1
Joycelyn P. Poblete,Christian Dior F. Martin,Undirected,623,,,1
Jared Miguel T. Cacho,Charmaine C. Paglinawan,Undirected,624,,,1
Xiyue Wang,Ellen Yi Luen Do,Undirected,625,,,1
Ronjie Mar L. Malinao,Alexander A. Hernandez,Undirected,626,,,1
Sarena Grace QuiÃ±ones,Donald A. Luna,Undirected,627,,,1
Puthick Hok,Angel Manica Raquel,Undirected,628,,,1
Kazuo Ibuka,Alberto S. BaÃ±acia,Undirected,629,,,1
John Christopher M. Buera,Jennifer C. Dela Cruz,Undirected,630,,,2
Marlon Canilang,Jerome Bryan Liwanag,Undirected,631,,,1
Elmer P. Dadios,Alvin B. Culaba,Undirected,632,,,5
T. D. Setiyono,A. Maunahan,Undirected,633,,,1
Denis V. Policar,Arthur G. IbaÃ±ez,Undirected,634,,,1
Kenneth Ung,Darvy P. Ong,Undirected,635,,,1
Ronald M. Pascual,Emmanuel M. Malaay,Undirected,636,,,1
Sihem Amer-Yahia,Shady Elbassuoni,Undirected,637,,,1
Reinhard Simon,Naymesh Mistry,Undirected,638,,,1
Jared Miguel T. Cacho,Arnold C. Paglinawan,Undirected,639,,,1
Jeremiah Medina,Alyssa Jean A. Portus,Undirected,640,,,1
Shady Elbassuoni,Behrooz Omidvar-Tehrani,Undirected,641,,,1
Sean Christian Bermudez,Antonette D. Gabriel,Undirected,642,,,1
Shania Xylene A. Miguel,Adrian C. Sagun,Undirected,643,,,1
Rowena C. Solamo,Paulo Noel G. Paje,Undirected,644,,,1
Ruji P. Medina,Princess Marie B. Melo,Undirected,645,,,1
Julie Anne O. Uywan,Carlos Hortinela,Undirected,646,,,1
Cesar Karl O. Cruz,Bernie S. Fabito,Undirected,647,,,1
Rexel U. Sabran,Arnel C. Fajardo,Undirected,648,,,1
Anthony Javier M. Santos,Aeron V. Estrada,Undirected,649,,,1
Francis Carl L. Belista,Charles Jedidiah G. Policarpio,Undirected,650,,,1
Ma Mystica Flodalyn Bautista,Ara Leann E Laranang,Undirected,651,,,1
Paul D. Shaw,Andrzej Kilian,Undirected,652,,,1
E. M. TaÃ±ada,Ariel C. Blanco,Undirected,653,,,1
Grzegorz Uszynski,Angel Manica Raquel,Undirected,654,,,1
Grzegorz Uszynski,Cyril Pommier,Undirected,655,,,1
Enrico Camero Paringit,Damasa M. Macandog,Undirected,656,,,1
Lourdes R. Bulda,Isabel F. Navarro,Undirected,657,,,1
Samuel Matthew Dumlao,Derrick Sze,Undirected,658,,,1
Andres Philip Mayol Mechanical,Al Rey C. Villagracia,Undirected,659,,,1
Renz Honey R. Rodriguez,Joy N. Carpio,Undirected,660,,,1
Kai Lung Hua,Daniel Stanley Tan,Undirected,661,,,2
Renann G. Baldovino,Lawrence Matthew S. Lin,Undirected,662,,,2
Louis Poblete AlarcÃ³n,Levi Klein Marifosque,Undirected,663,,,1
Socorro E. Aguja,Genevieve A. Pillar,Undirected,664,,,1
Mark M. Anthony Ramirez,Emmanuel G. Justine Enrico,Undirected,665,,,1
William P. Rey,Sebastianne L. Hipulan,Undirected,666,,,1
Warren Adam Sto. Tomas,Cecil Jose A. Delfinado,Undirected,667,,,1
Marytamar Tan,Joan Baez U Dimatira,Undirected,668,,,1
Ryan Anthony,J. De Belen,Undirected,669,,,1
Lukas A. Mueller,Jeremy D. Edwards,Undirected,670,,,1
Aristotle T. Ubando,Archie B. Maglaya,Undirected,671,,,1
Drew Dolot,Dewi Retnoningsih,Undirected,672,,,1
Ronel Vincent Vistal,Philip A. Martinez,Undirected,673,,,1
Ryan Rhay P. Vicerra,L. P. Reyes,Undirected,674,,,1
Joshua Jorel T. Lee,Clement Y. Ong,Undirected,675,,,1
Kevin K. Khan,John Richard E. Hizon,Undirected,676,,,1
Thelma Domingo Palaoag,Ricardo A. Catanghal,Undirected,677,,,2
Patrice Abbie D Legaspi,Kathleen D. Santiago,Undirected,678,,,1
Kanny Krizzy D. Serrano,Benedict Troy B. Gales,Undirected,679,,,1
Pierre Larmande,David Edwards,Undirected,680,,,1
Louis Poblete AlarcÃ³n,Kevin K. Khan,Undirected,681,,,1
Juan Miguel Ninobla,Christian Paulo De Leon,Undirected,682,,,1
Pattrick Louie B. Lim,Maria Jacinta K. Lagonera,Undirected,683,,,1
Paolo Tensuan,Arnulfo P. Azcarraga,Undirected,684,,,2
Edwin Sybingco,Argel A. Bandala,Undirected,685,,,16
Sean Wyndell Que,Ervin Lester Lu,Undirected,686,,,1
Marilou N. Jamis,Eliseo Q. Ramirez,Undirected,687,,,1
Selwyn Jenson C. Lao,Elmer P. Dadios,Undirected,688,,,1
John Paul C. Olos,Jasmin A. Caliwag,Undirected,689,,,1
Grzegorz Uszynski,David S. Marshall,Undirected,690,,,1
Reginald Steven D. Rivera,Gretchel Karen L. Alcantara,Undirected,691,,,2
Brian Pearce,Angel Manica Raquel,Undirected,692,,,1
Danielle Diane C. Almiranez,Charmaine C. Paglinawan,Undirected,693,,,2
Alvin B. Culaba,Allan Abraham B. Padama,Undirected,694,,,1
Reiichiro Christian S. Nakano,Reagan L. Galvez,Undirected,695,,,1
John Amos Tan,Alvin Y. Chua,Undirected,696,,,1
Mary Anne O De Jesus,Karen Cristine O Tan,Undirected,697,,,1
Melvin A. Ballera,Burhan Mustafa,Undirected,698,,,1
Michelle V. Japitana,Chul Soo Ye,Undirected,699,,,1
John Peter L. Lacaden,Charles Brian D. Toribio,Undirected,700,,,1
Ramil P. Mauleon,Gaetan Droc,Undirected,701,,,1
Greg Carullo,Gerard Valentino,Undirected,702,,,1
Joybelle Lopez,Horace Andrew Husay,Undirected,703,,,1
Ma Angelica Capulong,Keneth Sedilla,Undirected,704,,,1
Merlin Teodosia C. Suarez,Marvin Limson,Undirected,705,,,1
Indu Govinda Pillai,Erbeth Gerald Delvo,Undirected,706,,,1
Khrysielle Anne A. Manalo,Jennifer C. Dela Cruz,Undirected,707,,,1
Uwe Scholz,Abhishek Rathore,Undirected,708,,,1
Nicole Leigh T. Dasalla,Aniana Sofia M. Espiritu,Undirected,709,,,1
Elmer P.Dadios Gokongwei,Anton Louise P. De Ocampo,Undirected,710,,,1
John Paul S. Cantor,Jason Patrick L. Hernandez,Undirected,711,,,1
Samantha Alexis S. Malubay,Maria Jamelina T. Joven,Undirected,712,,,1
Maricia Polene A Balayan,Jasmine Mae M Tolentino,Undirected,713,,,1
Warren Adam Sto. Tomas,Lawrence Miguel Antonio,Undirected,714,,,1
Janette Salvatus,Adrian C. Salces,Undirected,715,,,1
Viana C. Calaminos,Jeremy D. Edwards,Undirected,716,,,1
David A. Lyon,Bruno Vasques Costa,Undirected,717,,,1
Locedie Mansueto,Armin Scheben,Undirected,718,,,1
Mary Criselle P. Dizon,Donna Camille J. Garcia,Undirected,719,,,1
Paul John E. Candelaria,Clifford A. Calleja,Undirected,720,,,1
Chelsea Andrea S. Morales,Allen Dominic A. Perez,Undirected,721,,,1
Masahiko Tani,Jessica Pauline C. Afalla,Undirected,722,,,1
Patrick Bernard T. Arevalo,Mharela Angela A. Tan,Undirected,723,,,6
Jan Erik Backlund,Iain Milne,Undirected,724,,,1
Maria Theresa Gusad De Leon,Kristine Delica Campang,Undirected,725,,,1
Yao Nan Lien,Hazel Jovita,Undirected,726,,,1
Thelma Domingo Palaoag,Carlwin Dayagdag,Undirected,727,,,2
Erika May L. San Jose,DIether G. Catajay,Undirected,728,,,1
Mark Chester F. Rey,Elmer B. Dollera,Undirected,729,,,1
Ricardo Q. Camungao,Bartolome T. Tanguilig III,Undirected,730,,,1
Edwin J. Calilung,Daniel Abraham Francia,Undirected,731,,,1
Minella C. Alarcon,Aria Buenaventura,Undirected,732,,,1
Lemmuel L. Tayo,Alisha Marcelle C. Aquino,Undirected,733,,,2
Jhohn Paulo E. De Chavez,Francis A. Malabanan,Undirected,734,,,1
Neil Leander A. De Dios,Joseph Bryan G. Ibarra,Undirected,735,,,1
Camille Crittenden,Brandie Nonnecke,Undirected,736,,,1
S. Karim,Ryan Rhay P. Vicerra,Undirected,737,,,1
Ma Victoria Angelica P. Sido,Crisanto R. Aldanese,Undirected,738,,,1
Evan Dennison S. Livelo,Charibeth Cheng,Undirected,739,,,1
Robert Matthew Reyes,Gerardo L. Augusto,Undirected,740,,,1
Renann G. Baldovino,Jonathan Q. Puerto,Undirected,741,,,1
Uwe Scholz,Iain Milne,Undirected,742,,,1
Phoebe Mae L. Ching,Argel A. Bandala,Undirected,743,,,1
Rio B. Perez,Edmon O. Fernandez,Undirected,744,,,1
Jan E. Leach,Beth Plale,Undirected,745,,,1
Uwe Scholz,Star Yanxin Gao,Undirected,746,,,1
Jerry V. Turingan,Brian E. Esporlas,Undirected,747,,,1
Takeshi Matsumura,Alberto S. BaÃ±acia,Undirected,748,,,1
Wen Yaw Chung,Edward B. Panganiban,Undirected,749,,,1
Roderick Yap,Julita Robles,Undirected,750,,,1
Ma Angelica P. Abugan,Jess Tyron G. Nodado,Undirected,751,,,1
Rhiza Mharie A. Recaido,Jayson Raymund D. Bermudez,Undirected,752,,,1
Jeno Paolo Rigor,Fili Emerson Chua,Undirected,753,,,1
Lemmuel L. Tayo,Abigail Hannah B. Torres,Undirected,754,,,1
P. O. Monana,J. A. Echare,Undirected,755,,,1
Michael Thomson,Jason Haga,Undirected,756,,,1
Maria Angela B. Faustino,John Daniel Vasquez,Undirected,757,,,1
Nathaniel C. Bantayan,Carlyn Ann G. IbaÃ±ez,Undirected,758,,,2
Sarah Marie G. Ortiz,Melvin James C. Delos Santos,Undirected,759,,,1
Christopher James P. Mabbagu,Analyn N. Yumang,Undirected,760,,,1
Van Keith B. Almazan,Gio Francis Z. Tolentino,Undirected,761,,,1
Lorenzo Campos Bautista,Kyle Matthew Chan Chua,Undirected,762,,,1
Yuhsiang Huang,Roderick Yap,Undirected,763,,,1
John Mark A. Cayabyab,Adrian C. Sagun,Undirected,764,,,1
Eugene John Y Lim,Adelson Chua,Undirected,765,,,1
Zarah Jean Diche,Maria Jezebel Jimenez,Undirected,766,,,1
Nelson B. Arboleda,Hideaki Kasai,Undirected,767,,,1
Jennifer C. Dela Cruz,Frances Mikaela L. Agasino,Undirected,768,,,1
Isidro Antonio V. Marfori,Archie B. Maglaya,Undirected,769,,,1
Xiyue Wang,Juho Kim,Undirected,770,,,1
Ramon Christhoper Dj J. Intal,Elmer P. Dadios,Undirected,771,,,2
Jack Elendil B. Lagare,Chaitanya Sarma,Undirected,772,,,1
Larmie S. Feliscuzo,Ivy Fe M. Lopez,Undirected,773,,,1
Edwin Sybingco,Alfred Orquia,Undirected,774,,,1
Christine Shayne S. Venancio,Annissa Vi C. Diaz,Undirected,775,,,1
Kelly Robbins,Jan Erik Backlund,Undirected,776,,,1
Mikaela Nazarene Ochoa,Christian Paulo L Padua,Undirected,777,,,1
Marc Driz Rosales,George Procyon Cabrera,Undirected,778,,,1
Sheree Anne Galasinao,Christian Paolo Pascual,Undirected,779,,,1
Roselyn Patricia M. Quesea,Cris Joshua M Akol,Undirected,780,,,1
Ruji P. Medina,Domingo V. Origines,Undirected,781,,,2
Gay Amabelle Go,Alexis Richard C. Claridades,Undirected,782,,,1
Laurence A. Gan Lim,Angelo Loveranes,Undirected,783,,,1
Rodney Karlo C. Pascual,Jamie Mitchelle A. Soltez,Undirected,784,,,2
